Game_number,Pseudo,Team,Round_number,Type,Number,X,Y,Z
5,bytaN,CT,3,DamageReceived_target,0,536.738403,-683.357605,-399.968781
5,bytaN,CT,3,DamageReceived_target,1,538.893066,-691.563049,-399.968781
5,bytaN,CT,3,DamageReceived_target,2,539.688293,-693.156250,-399.968781
5,bytaN,CT,3,DamageReceived_target,3,543.610107,-699.496399,-399.968781
5,bytaN,CT,3,DamageReceived_origin,0,685.885437,-1618.517822,-415.968781
5,bytaN,CT,3,DamageReceived_origin,1,679.418457,-1606.659180,-415.968781
5,bytaN,CT,3,DamageReceived_origin,2,685.104919,-1457.888184,-415.969513
5,bytaN,CT,3,DamageReceived_origin,3,677.949463,-1456.175049,-415.969513
5,bytaN,CT,3,Death,0,543.610107,-699.496399,-399.968781
5,bytaN,CT,3,DamageInfliged,0,527.088928,-680.077454,-399.968781
5,bytaN,CT,3,DamageInfliged,1,524.530640,-670.535034,-399.968781
5,bytaN,CT,3,DamageInfliged,2,527.803528,-666.566528,-399.968781
5,bytaN,CT,3,DamageInfliged,3,530.708923,-667.977356,-399.968781
5,bytaN,CT,3,DamageInfliged,4,528.434814,-665.918762,-399.968781
5,bytaN,CT,3,DamageInfliged_targetposition,0,527.088928,-680.077454,-399.968781
5,bytaN,CT,3,DamageInfliged_targetposition,1,524.530640,-670.535034,-399.968781
5,bytaN,CT,3,DamageInfliged_targetposition,2,527.803528,-666.566528,-399.968781
5,bytaN,CT,3,DamageInfliged_targetposition,3,530.708923,-667.977356,-399.968781
5,bytaN,CT,3,DamageInfliged_targetposition,4,528.434814,-665.918762,-399.968781
5,bytaN,CT,3,Kill,0,528.434814,-665.918762,-399.968781
5,bytaN,CT,4,DamageInfliged_targetposition,0,634.206970,-2376.296631,-416.114380
5,bytaN,CT,4,DamageReceived_target,0,774.491211,-2431.369385,-416.030548
5,bytaN,CT,4,DamageReceived_target,1,768.720276,-2431.448242,-416.021454
5,bytaN,CT,4,DamageReceived_target,2,767.677063,-2431.388184,-416.021454
5,bytaN,CT,4,DamageReceived_target,3,773.044128,-2432.718018,-416.021454
5,bytaN,CT,4,DamageReceived_origin,0,863.458618,-2047.382568,-415.968872
5,bytaN,CT,4,DamageReceived_origin,1,863.167175,-2048.169922,-415.968872
5,bytaN,CT,4,DamageReceived_origin,2,863.167175,-2048.169922,-415.968872
5,bytaN,CT,4,DamageReceived_origin,3,863.167175,-2048.169922,-415.968872
5,bytaN,CT,4,Death,0,773.044128,-2432.718018,-416.021454
5,bytaN,CT,4,DamageInfliged,0,634.206970,-2376.296631,-416.114380
5,bytaN,CT,5,DamageInfliged,0,437.035767,-1044.115723,-255.968750
5,bytaN,CT,5,DamageInfliged,1,425.077881,-1051.866821,-255.968750
5,bytaN,CT,5,DamageInfliged,2,407.497345,-1081.505737,-255.968750
5,bytaN,CT,5,DamageInfliged,3,416.712341,-1014.863708,-255.968750
5,bytaN,CT,5,DamageInfliged,4,368.914032,-1181.941528,-250.968750
5,bytaN,CT,5,DamageInfliged_targetposition,0,437.035767,-1044.115723,-255.968750
5,bytaN,CT,5,DamageInfliged_targetposition,1,425.077881,-1051.866821,-255.968750
5,bytaN,CT,5,DamageInfliged_targetposition,2,407.497345,-1081.505737,-255.968750
5,bytaN,CT,5,DamageInfliged_targetposition,3,416.712341,-1014.863708,-255.968750
5,bytaN,CT,5,DamageInfliged_targetposition,4,368.914032,-1181.941528,-250.968750
5,bytaN,CT,5,DamageReceived_target,0,426.669128,-1054.625488,-255.968750
5,bytaN,CT,5,DamageReceived_target,1,430.754333,-1050.094360,-255.968750
5,bytaN,CT,5,DamageReceived_target,2,421.176636,-1061.929565,-255.968750
5,bytaN,CT,5,DamageReceived_target,3,412.760803,-1074.098389,-255.968750
5,bytaN,CT,5,DamageReceived_target,4,354.636200,-1203.513306,-250.968750
5,bytaN,CT,5,DamageReceived_origin,0,639.924316,-1200.996948,-415.968750
5,bytaN,CT,5,DamageReceived_origin,1,643.585449,-1194.098511,-415.968750
5,bytaN,CT,5,DamageReceived_origin,2,643.203369,-1194.499268,-415.968750
5,bytaN,CT,5,DamageReceived_origin,3,672.004211,-1139.984253,-415.968750
5,bytaN,CT,5,DamageReceived_origin,4,555.212219,-1312.699951,-415.968750
5,bytaN,CT,5,Kill,0,416.712341,-1014.863708,-255.968750
5,bytaN,CT,5,Death,0,354.636200,-1203.513306,-250.968750
5,bytaN,CT,6,DamageInfliged_targetposition,0,875.216736,-1653.797729,-415.968811
5,bytaN,CT,6,DamageInfliged_targetposition,1,635.866516,-1567.938721,-635.218750
5,bytaN,CT,6,DamageInfliged_targetposition,2,634.450073,-1573.119141,-635.218750
5,bytaN,CT,6,DamageInfliged_targetposition,3,635.632690,-1567.563843,-635.218750
5,bytaN,CT,6,DamageInfliged_targetposition,4,633.819031,-1577.068481,-635.218750
5,bytaN,CT,6,DamageInfliged_targetposition,5,630.579346,-1594.648560,-635.218750
5,bytaN,CT,6,DamageReceived_target,0,572.809631,-1426.693115,-415.968811
5,bytaN,CT,6,DamageReceived_target,1,549.539795,-1407.831177,-415.968811
5,bytaN,CT,6,DamageReceived_target,2,354.360077,-652.755920,-635.968750
5,bytaN,CT,6,DamageReceived_target,3,348.874237,-651.084167,-635.968750
5,bytaN,CT,6,DamageReceived_origin,0,902.627258,-1682.374268,-415.968781
5,bytaN,CT,6,DamageReceived_origin,1,902.627258,-1682.374268,-415.968781
5,bytaN,CT,6,DamageReceived_origin,2,524.936401,-1356.728516,-767.968750
5,bytaN,CT,6,DamageReceived_origin,3,525.797058,-1356.526489,-767.968750
5,bytaN,CT,6,Kill,0,630.579346,-1594.648560,-635.218750
5,bytaN,CT,6,Death,0,348.874237,-651.084167,-635.968750
5,bytaN,CT,6,DamageInfliged,0,875.216736,-1653.797729,-415.968811
5,bytaN,CT,6,DamageInfliged,1,635.866516,-1567.938721,-635.218750
5,bytaN,CT,6,DamageInfliged,2,634.450073,-1573.119141,-635.218750
5,bytaN,CT,6,DamageInfliged,3,635.632690,-1567.563843,-635.218750
5,bytaN,CT,6,DamageInfliged,4,633.819031,-1577.068481,-635.218750
5,bytaN,CT,6,DamageInfliged,5,630.579346,-1594.648560,-635.218750
5,bytaN,CT,7,DamageReceived_origin,0,-111.495216,-1377.231812,-247.968750
5,bytaN,CT,7,DamageReceived_origin,1,-111.666580,-1377.113647,-247.968750
5,bytaN,CT,7,DamageReceived_origin,2,-111.666580,-1377.113647,-247.968750
5,bytaN,CT,7,Death,0,-354.433929,-1591.935303,-415.968750
5,bytaN,CT,7,DamageReceived_target,0,-369.779053,-1579.956421,-415.968750
5,bytaN,CT,7,DamageReceived_target,1,-357.793549,-1588.740967,-415.968750
5,bytaN,CT,7,DamageReceived_target,2,-354.433929,-1591.935303,-415.968750
5,bytaN,CT,2,DamageReceived_origin,0,200.705078,-123.232010,-415.968750
5,bytaN,CT,2,DamageReceived_origin,1,737.528564,530.928772,-498.667542
5,bytaN,CT,2,DamageReceived_origin,2,628.636230,269.484680,-583.004395
5,bytaN,CT,2,DamageReceived_origin,3,633.311096,266.408813,-583.996582
5,bytaN,CT,2,DamageReceived_origin,4,741.183960,524.100281,-500.870300
5,bytaN,CT,2,Death,0,428.108002,-126.155144,-639.968750
5,bytaN,CT,2,DamageInfliged,0,651.804993,460.101288,-521.515137
5,bytaN,CT,2,DamageInfliged,1,651.804993,460.101288,-521.515137
5,bytaN,CT,2,DamageInfliged,2,651.804993,460.101288,-521.515137
5,bytaN,CT,2,DamageInfliged,3,617.199646,620.478394,-478.968750
5,bytaN,CT,2,DamageInfliged,4,412.352509,-119.092720,-639.968750
5,bytaN,CT,2,DamageInfliged_targetposition,0,651.804993,460.101288,-521.515137
5,bytaN,CT,2,DamageInfliged_targetposition,1,651.804993,460.101288,-521.515137
5,bytaN,CT,2,DamageInfliged_targetposition,2,651.804993,460.101288,-521.515137
5,bytaN,CT,2,DamageInfliged_targetposition,3,617.199646,620.478394,-478.968750
5,bytaN,CT,2,DamageInfliged_targetposition,4,412.352509,-119.092720,-639.968750
5,bytaN,CT,2,DamageReceived_target,0,528.275330,665.086426,-479.968750
5,bytaN,CT,2,DamageReceived_target,1,415.814789,-120.813904,-639.968750
5,bytaN,CT,2,DamageReceived_target,2,408.456848,-117.129509,-639.968750
5,bytaN,CT,2,DamageReceived_target,3,421.526093,-123.089462,-639.968750
5,bytaN,CT,2,DamageReceived_target,4,428.108002,-126.155144,-639.968750
5,bytaN,T,9,DamageReceived_target,0,-398.113068,-776.591919,-415.968750
5,bytaN,T,9,DamageReceived_target,1,-291.780365,-995.164124,-415.968750
5,bytaN,T,9,DamageReceived_origin,0,-446.095337,-704.567200,-415.968750
5,bytaN,T,9,DamageReceived_origin,1,-346.217102,-937.916565,-415.968750
5,bytaN,T,9,Death,0,-291.780365,-995.164124,-415.968750
5,bytaN,T,9,DamageInfliged,0,-1878.000000,-980.000000,-417.254364
5,bytaN,T,9,DamageInfliged,1,-1878.000000,-980.000000,-417.254364
5,bytaN,T,9,DamageInfliged,2,-1878.000000,-980.000000,-417.254364
5,bytaN,T,9,DamageInfliged_targetposition,0,-1878.000000,-980.000000,-417.254364
5,bytaN,T,9,DamageInfliged_targetposition,1,-1878.000000,-980.000000,-417.254364
5,bytaN,T,9,DamageInfliged_targetposition,2,-1878.000000,-980.000000,-417.254364
5,bytaN,T,8,DamageInfliged,0,697.598511,-573.868652,-399.968750
5,bytaN,T,8,DamageInfliged,1,613.673828,-535.061401,-415.968750
5,bytaN,T,8,DamageInfliged,2,600.959106,-521.126404,-414.968750
5,bytaN,T,8,DamageInfliged,3,594.359070,-513.715088,-414.968750
5,bytaN,T,8,DamageInfliged,4,600.989197,-521.078308,-414.968750
5,bytaN,T,8,DamageInfliged,5,599.963379,-518.436951,-414.968750
5,bytaN,T,8,DamageInfliged,6,591.711975,-507.292999,-414.968750
5,bytaN,T,8,DamageInfliged,7,583.523132,-500.483307,-411.920135
5,bytaN,T,8,DamageInfliged_targetposition,0,697.598511,-573.868652,-399.968750
5,bytaN,T,8,DamageInfliged_targetposition,1,613.673828,-535.061401,-415.968750
5,bytaN,T,8,DamageInfliged_targetposition,2,600.959106,-521.126404,-414.968750
5,bytaN,T,8,DamageInfliged_targetposition,3,594.359070,-513.715088,-414.968750
5,bytaN,T,8,DamageInfliged_targetposition,4,600.989197,-521.078308,-414.968750
5,bytaN,T,8,DamageInfliged_targetposition,5,599.963379,-518.436951,-414.968750
5,bytaN,T,8,DamageInfliged_targetposition,6,591.711975,-507.292999,-414.968750
5,bytaN,T,8,DamageInfliged_targetposition,7,583.523132,-500.483307,-411.920135
5,bytaN,T,8,Kill,0,697.598511,-573.868652,-399.968750
5,bytaN,T,8,DamageReceived_target,0,826.914429,-334.527496,-413.968750
5,bytaN,T,8,DamageReceived_target,1,683.609436,-571.975159,-408.346222
5,bytaN,T,8,DamageReceived_target,2,602.299744,-522.600586,-414.968750
5,bytaN,T,8,DamageReceived_target,3,600.959106,-521.126404,-414.968750
5,bytaN,T,8,DamageReceived_target,4,607.872620,-522.441895,-414.968750
5,bytaN,T,8,DamageReceived_target,5,714.085449,-614.367615,-365.229309
5,bytaN,T,8,DamageReceived_origin,0,270.648895,-1097.252197,-395.529846
5,bytaN,T,8,DamageReceived_origin,1,336.437317,-739.085632,-400.572052
5,bytaN,T,8,DamageReceived_origin,2,337.820618,-738.985474,-400.638794
5,bytaN,T,8,DamageReceived_origin,3,340.111206,-742.742371,-398.134216
5,bytaN,T,8,DamageReceived_origin,4,346.665924,-755.917969,-391.968750
5,bytaN,T,8,DamageReceived_origin,5,334.495361,-742.088440,-398.570190
5,bytaN,T,8,Death,0,714.085449,-614.367615,-365.229309
5,LaMasse,T,1,DamageReceived_target,0,623.244812,-1677.258301,-415.968811
5,LaMasse,T,1,DamageReceived_target,1,616.552063,-1665.879883,-415.968811
5,LaMasse,T,1,DamageReceived_target,2,624.727661,-1664.434814,-415.968811
5,LaMasse,T,1,DamageReceived_target,3,620.675720,-1664.938965,-415.968811
5,LaMasse,T,1,DamageReceived_origin,0,305.031250,-535.651550,-127.968750
5,LaMasse,T,1,DamageReceived_origin,1,305.031250,-535.651550,-127.968750
5,LaMasse,T,1,DamageReceived_origin,2,305.031250,-535.651550,-127.968750
5,LaMasse,T,1,DamageReceived_origin,3,305.031250,-535.651550,-127.968750
5,LaMasse,T,1,Death,0,620.675720,-1664.938965,-415.968811
5,LaMasse,T,1,DamageInfliged,0,762.406128,-1687.132324,-239.968750
5,LaMasse,T,1,DamageInfliged_targetposition,0,762.406128,-1687.132324,-239.968750
5,LaMasse,T,2,DamageReceived_target,0,161.273148,-691.018250,-287.968750
5,LaMasse,T,2,DamageReceived_target,1,-61.374580,-381.797943,-415.968750
5,LaMasse,T,2,DamageReceived_target,2,-57.414265,-394.717255,-415.968750
5,LaMasse,T,2,DamageReceived_target,3,-64.914375,-392.712189,-415.968750
5,LaMasse,T,2,DamageReceived_origin,0,-357.553345,-1023.563171,-415.968750
5,LaMasse,T,2,DamageReceived_origin,1,-307.453705,-1067.274414,-415.968750
5,LaMasse,T,2,DamageReceived_origin,2,-266.442871,-1064.430908,-415.968750
5,LaMasse,T,2,DamageReceived_origin,3,-217.534378,-1083.416016,-415.968750
5,LaMasse,T,2,Kill,0,-68.578796,-392.070312,-415.968750
5,LaMasse,T,2,DamageInfliged,0,161.529724,-691.422791,-287.968750
5,LaMasse,T,2,DamageInfliged,1,161.529724,-691.422791,-287.968750
5,LaMasse,T,2,DamageInfliged,2,161.529724,-691.422791,-287.968750
5,LaMasse,T,2,DamageInfliged,3,161.596237,-691.515564,-287.968750
5,LaMasse,T,2,DamageInfliged,4,161.869247,-691.895874,-287.968750
5,LaMasse,T,2,DamageInfliged,5,161.869247,-691.895874,-287.968750
5,LaMasse,T,2,DamageInfliged,6,162.268112,-692.466797,-287.968750
5,LaMasse,T,2,DamageInfliged,7,161.528183,-691.398132,-287.968750
5,LaMasse,T,2,DamageInfliged,8,-68.578796,-392.070312,-415.968750
5,LaMasse,T,2,DamageInfliged_targetposition,0,161.529724,-691.422791,-287.968750
5,LaMasse,T,2,DamageInfliged_targetposition,1,161.529724,-691.422791,-287.968750
5,LaMasse,T,2,DamageInfliged_targetposition,2,161.529724,-691.422791,-287.968750
5,LaMasse,T,2,DamageInfliged_targetposition,3,161.596237,-691.515564,-287.968750
5,LaMasse,T,2,DamageInfliged_targetposition,4,161.869247,-691.895874,-287.968750
5,LaMasse,T,2,DamageInfliged_targetposition,5,161.869247,-691.895874,-287.968750
5,LaMasse,T,2,DamageInfliged_targetposition,6,162.268112,-692.466797,-287.968750
5,LaMasse,T,2,DamageInfliged_targetposition,7,161.528183,-691.398132,-287.968750
5,LaMasse,T,2,DamageInfliged_targetposition,8,-68.578796,-392.070312,-415.968750
5,LaMasse,T,3,DamageInfliged,0,685.885437,-1618.517822,-415.968781
5,LaMasse,T,3,DamageInfliged,1,679.418457,-1606.659180,-415.968781
5,LaMasse,T,3,DamageInfliged_targetposition,0,685.885437,-1618.517822,-415.968781
5,LaMasse,T,3,DamageInfliged_targetposition,1,679.418457,-1606.659180,-415.968781
5,LaMasse,T,4,DamageInfliged,0,140.180923,-2171.963623,-415.968750
5,LaMasse,T,4,DamageInfliged,1,138.489441,-2165.050049,-415.968750
5,LaMasse,T,4,DamageInfliged,2,677.111694,-2405.727295,-416.147919
5,LaMasse,T,4,DamageInfliged,3,1441.861938,-2340.409912,-415.968750
5,LaMasse,T,4,DamageInfliged_targetposition,0,140.180923,-2171.963623,-415.968750
5,LaMasse,T,4,DamageInfliged_targetposition,1,138.489441,-2165.050049,-415.968750
5,LaMasse,T,4,DamageInfliged_targetposition,2,677.111694,-2405.727295,-416.147919
5,LaMasse,T,4,DamageInfliged_targetposition,3,1441.861938,-2340.409912,-415.968750
5,LaMasse,T,4,Kill,0,1441.861938,-2340.409912,-415.968750
5,LaMasse,T,5,DamageInfliged,0,701.072876,-1200.109619,-415.968750
5,LaMasse,T,5,DamageInfliged,1,702.132019,-1200.411499,-415.968750
5,LaMasse,T,5,DamageInfliged,2,690.412842,-1205.852417,-415.968750
5,LaMasse,T,5,DamageInfliged,3,688.776733,-1206.613770,-415.968750
5,LaMasse,T,5,DamageInfliged,4,639.924316,-1200.996948,-415.968750
5,LaMasse,T,5,DamageInfliged,5,643.585449,-1194.098511,-415.968750
5,LaMasse,T,5,DamageInfliged,6,643.203369,-1194.499268,-415.968750
5,LaMasse,T,5,DamageInfliged,7,672.004211,-1139.984253,-415.968750
5,LaMasse,T,5,DamageInfliged_targetposition,0,701.072876,-1200.109619,-415.968750
5,LaMasse,T,5,DamageInfliged_targetposition,1,702.132019,-1200.411499,-415.968750
5,LaMasse,T,5,DamageInfliged_targetposition,2,690.412842,-1205.852417,-415.968750
5,LaMasse,T,5,DamageInfliged_targetposition,3,688.776733,-1206.613770,-415.968750
5,LaMasse,T,5,DamageInfliged_targetposition,4,639.924316,-1200.996948,-415.968750
5,LaMasse,T,5,DamageInfliged_targetposition,5,643.585449,-1194.098511,-415.968750
5,LaMasse,T,5,DamageInfliged_targetposition,6,643.203369,-1194.499268,-415.968750
5,LaMasse,T,5,DamageInfliged_targetposition,7,672.004211,-1139.984253,-415.968750
5,LaMasse,T,5,Kill,0,688.776733,-1206.613770,-415.968750
5,LaMasse,T,5,DamageReceived_target,0,631.443481,-1220.094727,-415.968750
5,LaMasse,T,5,DamageReceived_target,1,663.600159,-1158.594604,-415.968750
5,LaMasse,T,5,DamageReceived_target,2,693.932556,-1114.166382,-415.968750
5,LaMasse,T,5,DamageReceived_target,3,883.026550,-910.119019,-405.077332
5,LaMasse,T,5,DamageReceived_origin,0,437.035767,-1044.115723,-255.968750
5,LaMasse,T,5,DamageReceived_origin,1,425.077881,-1051.866821,-255.968750
5,LaMasse,T,5,DamageReceived_origin,2,407.497345,-1081.505737,-255.968750
5,LaMasse,T,5,DamageReceived_origin,3,416.712341,-1014.863708,-255.968750
5,LaMasse,T,5,Death,0,883.026550,-910.119019,-405.077332
5,LaMasse,T,6,DamageReceived_origin,0,107.887520,-945.384583,-415.968750
5,LaMasse,T,6,DamageReceived_origin,1,85.981033,-946.803955,-415.968750
5,LaMasse,T,6,DamageReceived_origin,2,85.981033,-946.803955,-415.968750
5,LaMasse,T,6,DamageReceived_origin,3,85.981033,-946.803955,-415.968750
5,LaMasse,T,6,DamageReceived_origin,4,925.336121,-1343.131226,-415.968781
5,LaMasse,T,6,DamageInfliged,0,-308.346375,-1098.468872,-415.968750
5,LaMasse,T,6,DamageInfliged,1,-322.115326,-1084.660400,-415.968750
5,LaMasse,T,6,DamageInfliged_targetposition,0,-308.346375,-1098.468872,-415.968750
5,LaMasse,T,6,DamageInfliged_targetposition,1,-322.115326,-1084.660400,-415.968750
5,LaMasse,T,6,Kill,0,-322.115326,-1084.660400,-415.968750
5,LaMasse,T,6,Death,0,307.766724,-1282.535400,-415.968750
5,LaMasse,T,6,DamageReceived_target,0,-300.798553,-1102.402588,-415.968750
5,LaMasse,T,6,DamageReceived_target,1,-322.115326,-1084.660400,-415.968750
5,LaMasse,T,6,DamageReceived_target,2,-322.115326,-1084.660400,-415.968750
5,LaMasse,T,6,DamageReceived_target,3,-322.115326,-1084.660400,-415.968750
5,LaMasse,T,6,DamageReceived_target,4,307.766724,-1282.535400,-415.968750
5,LaMasse,T,7,Kill,0,-111.666580,-1377.113647,-247.968750
5,LaMasse,T,7,Kill,1,439.473938,-1432.885864,-544.528381
5,LaMasse,T,7,DamageInfliged,0,-111.495216,-1377.231812,-247.968750
5,LaMasse,T,7,DamageInfliged,1,-111.666580,-1377.113647,-247.968750
5,LaMasse,T,7,DamageInfliged,2,-111.666580,-1377.113647,-247.968750
5,LaMasse,T,7,DamageInfliged,3,439.473938,-1432.885864,-544.528381
5,LaMasse,T,7,DamageInfliged_targetposition,0,-111.495216,-1377.231812,-247.968750
5,LaMasse,T,7,DamageInfliged_targetposition,1,-111.666580,-1377.113647,-247.968750
5,LaMasse,T,7,DamageInfliged_targetposition,2,-111.666580,-1377.113647,-247.968750
5,LaMasse,T,7,DamageInfliged_targetposition,3,439.473938,-1432.885864,-544.528381
5,LaMasse,CT,8,DamageReceived_target,0,758.474182,-1655.661865,-415.968811
5,LaMasse,CT,8,DamageReceived_target,1,718.284973,-1402.949707,-415.968781
5,LaMasse,CT,8,DamageReceived_target,2,785.044861,-1125.335083,-415.968781
5,LaMasse,CT,8,DamageReceived_origin,0,262.121704,-1277.440186,-415.968750
5,LaMasse,CT,8,DamageReceived_origin,1,858.715332,-608.401917,-399.968750
5,LaMasse,CT,8,DamageReceived_origin,2,903.872742,-597.386780,-415.968750
5,LaMasse,CT,8,Death,0,785.044861,-1125.335083,-415.968781
5,LaMasse,CT,8,DamageInfliged,0,727.414795,-1721.237183,-415.968811
5,LaMasse,CT,8,DamageInfliged,1,739.988403,-1658.359985,-415.968811
5,LaMasse,CT,8,DamageInfliged,2,734.140503,-1389.467773,-415.968781
5,LaMasse,CT,8,DamageInfliged,3,868.832275,-1343.537476,-415.968781
5,LaMasse,CT,8,DamageInfliged_targetposition,0,727.414795,-1721.237183,-415.968811
5,LaMasse,CT,8,DamageInfliged_targetposition,1,739.988403,-1658.359985,-415.968811
5,LaMasse,CT,8,DamageInfliged_targetposition,2,734.140503,-1389.467773,-415.968781
5,LaMasse,CT,8,DamageInfliged_targetposition,3,868.832275,-1343.537476,-415.968781
5,LaMasse,CT,8,Kill,0,727.414795,-1721.237183,-415.968811
5,Tyreu,CT,1,DamageReceived_origin,0,341.022369,-746.280212,-395.775665
5,Tyreu,CT,1,DamageReceived_origin,1,340.071289,-744.545898,-396.931885
5,Tyreu,CT,1,DamageReceived_origin,2,344.936798,-753.274597,-391.968750
5,Tyreu,CT,1,DamageReceived_origin,3,357.316223,-775.583496,-391.968750
5,Tyreu,CT,1,Death,0,1051.714478,-359.681091,-127.968750
5,Tyreu,CT,1,DamageInfliged,0,313.694885,-887.657471,-127.968750
5,Tyreu,CT,1,DamageInfliged,1,313.694885,-887.657471,-127.968750
5,Tyreu,CT,1,DamageInfliged,2,300.026581,-736.452454,-127.968750
5,Tyreu,CT,1,DamageInfliged,3,305.031250,-535.651550,-127.968750
5,Tyreu,CT,1,DamageInfliged,4,305.031250,-535.651550,-127.968750
5,Tyreu,CT,1,DamageInfliged,5,305.031250,-535.651550,-127.968750
5,Tyreu,CT,1,DamageInfliged,6,305.031250,-535.651550,-127.968750
5,Tyreu,CT,1,DamageInfliged,7,1047.168823,-351.111694,-127.968750
5,Tyreu,CT,1,DamageInfliged,8,1051.714478,-359.681091,-127.968750
5,Tyreu,CT,1,DamageInfliged,9,1051.714478,-359.681091,-127.968750
5,Tyreu,CT,1,DamageInfliged_targetposition,0,313.694885,-887.657471,-127.968750
5,Tyreu,CT,1,DamageInfliged_targetposition,1,313.694885,-887.657471,-127.968750
5,Tyreu,CT,1,DamageInfliged_targetposition,2,300.026581,-736.452454,-127.968750
5,Tyreu,CT,1,DamageInfliged_targetposition,3,305.031250,-535.651550,-127.968750
5,Tyreu,CT,1,DamageInfliged_targetposition,4,305.031250,-535.651550,-127.968750
5,Tyreu,CT,1,DamageInfliged_targetposition,5,305.031250,-535.651550,-127.968750
5,Tyreu,CT,1,DamageInfliged_targetposition,6,305.031250,-535.651550,-127.968750
5,Tyreu,CT,1,DamageInfliged_targetposition,7,1047.168823,-351.111694,-127.968750
5,Tyreu,CT,1,DamageInfliged_targetposition,8,1051.714478,-359.681091,-127.968750
5,Tyreu,CT,1,DamageInfliged_targetposition,9,1051.714478,-359.681091,-127.968750
5,Tyreu,CT,1,Kill,0,313.694885,-887.657471,-127.968750
5,Tyreu,CT,1,Kill,1,300.026581,-736.452454,-127.968750
5,Tyreu,CT,1,Kill,2,305.031250,-535.651550,-127.968750
5,Tyreu,CT,1,DamageReceived_target,0,1047.168823,-351.111694,-127.968750
5,Tyreu,CT,1,DamageReceived_target,1,1048.144043,-353.019012,-127.968750
5,Tyreu,CT,1,DamageReceived_target,2,1050.849487,-358.063568,-127.968750
5,Tyreu,CT,1,DamageReceived_target,3,1051.714478,-359.681091,-127.968750
5,Tyreu,CT,2,Death,0,458.954529,-1318.552612,-766.968750
5,Tyreu,CT,2,DamageReceived_target,0,415.989441,-1313.121948,-767.968750
5,Tyreu,CT,2,DamageReceived_target,1,433.968414,-1315.068604,-766.968750
5,Tyreu,CT,2,DamageReceived_target,2,438.846771,-1315.716064,-766.968750
5,Tyreu,CT,2,DamageReceived_target,3,458.954529,-1318.552612,-766.968750
5,Tyreu,CT,2,DamageReceived_origin,0,548.963440,-688.382324,-767.968750
5,Tyreu,CT,2,DamageReceived_origin,1,553.969666,-688.899780,-767.968750
5,Tyreu,CT,2,DamageReceived_origin,2,553.185120,-688.720337,-767.968750
5,Tyreu,CT,2,DamageReceived_origin,3,510.485992,-681.915100,-767.968750
5,Tyreu,CT,3,DamageInfliged,0,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged,1,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged,2,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged,3,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged,4,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged,5,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged,6,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged,7,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged,8,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged,9,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged_targetposition,0,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged_targetposition,1,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged_targetposition,2,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged_targetposition,3,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged_targetposition,4,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged_targetposition,5,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged_targetposition,6,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged_targetposition,7,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged_targetposition,8,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageInfliged_targetposition,9,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,Kill,0,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageReceived_target,0,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageReceived_target,1,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageReceived_target,2,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageReceived_target,3,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageReceived_target,4,976.113831,-823.078308,-127.968750
5,Tyreu,CT,3,DamageReceived_origin,0,611.460144,-1574.082153,-415.968781
5,Tyreu,CT,3,DamageReceived_origin,1,611.460144,-1574.082153,-415.968781
5,Tyreu,CT,3,DamageReceived_origin,2,611.460144,-1574.082153,-415.968781
5,Tyreu,CT,3,DamageReceived_origin,3,611.460144,-1574.082153,-415.968781
5,Tyreu,CT,3,DamageReceived_origin,4,611.460144,-1574.082153,-415.968781
5,Tyreu,CT,3,Death,0,976.113831,-823.078308,-127.968750
5,Tyreu,CT,4,Death,0,1746.947144,-1562.259033,-415.968933
5,Tyreu,CT,4,DamageReceived_target,0,1746.947144,-1562.259033,-415.968933
