Game_number,Round_number,Team,dmg,Pseudo,damage_team,damage_ennemy_team,dmg_received,ennemies_flashed,shots_fired,shots_hit,hits_head,kills
8,12,T,100,Luci,263,487,100,0,1,1,0,1
8,12,CT,181,Midgar_7,487,263,91,0,3,2,0,2
8,12,T,0,OldManTouchy,263,487,100,0,7,0,0,0
8,12,CT,100,Pix,487,263,14,0,7,1,0,1
8,12,T,105,qLethal,263,487,100,0,27,6,1,0
8,12,CT,0,⭕⃤GerarHB9☁,487,263,100,0,1,0,0,0
9,12,CT,81,99 problems,300,307,100,2,32,3,0,0
9,12,CT,69,Anime на аве,300,307,100,0,12,2,0,0
9,12,CT,32,Daredevil,300,307,0,0,8,1,0,0
9,12,CT,118,LaMasse,300,307,44,0,6,3,0,3
9,12,CT,0,Pix,300,307,100,0,2,0,0,0
9,12,T,75,АНТОН ЮРЬЕВИЧ,307,300,16,2,4,1,0,1
9,12,T,100,Влад Яровой,307,300,100,5,12,1,1,1
9,12,T,100,先輩SӘɳρaϊ先輩,307,300,100,4,27,3,2,1
10,12,CT,23,1rs1n,426,359,100,0,12,1,0,0
10,12,CT,125,AIR,426,359,63,0,9,3,1,2
6,12,T,99,Daredevil,454,500,100,0,40,3,0,0
8,12,CT,119,LaMasse,487,263,0,0,17,5,1,1
8,12,T,58,Ichigo Kurosaki,263,487,100,0,5,2,0,0
10,12,CT,226,Dan,426,359,100,0,30,9,0,2
8,12,CT,87,2kilo ziemniakow,487,263,58,0,6,2,0,1
8,12,T,0,Elfo,263,487,100,0,5,0,0,0
6,12,T,95,LaMasse,454,500,100,0,20,3,0,1
6,12,T,106,Pix,454,500,100,0,27,6,0,2
6,12,CT,18,janjebemajke,500,454,100,0,14,1,0,0
6,12,CT,62,jure,500,454,100,0,14,4,0,1
6,12,CT,224,lovro,500,454,100,0,71,14,2,2
6,12,CT,120,mihac,500,454,59,0,31,6,2,2
6,12,T,154,сегодня отдыхаю,454,500,100,5,32,6,0,1
7,12,CT,0,AHOUUU WAOUF WAOUF,232,500,100,2,29,0,0,0
6,12,T,0,"L'ahuri, bière en main",454,500,100,3,15,0,0,0
7,12,CT,74,Daredevil,232,500,100,0,13,4,0,0
7,12,T,47,Dzerteur,500,232,58,3,16,2,1,1
7,12,T,184,GuiiZ#,500,232,74,2,34,7,0,1
7,12,CT,158,Midgar_7,232,500,100,1,6,2,0,1
7,12,CT,0,Pix,232,500,100,0,11,0,0,0
7,12,T,0,Seb✪Z,500,232,100,0,2,0,0,0
7,12,CT,0,Гном,232,500,100,0,3,0,0,0
7,12,T,161,"Boris""Nemlow""V",500,232,0,0,10,2,2,2
7,12,T,108,֍Puri֍,500,232,8,0,25,5,0,1
16,13,CT,0,Pix,400,242,100,0,12,0,0,0
16,13,CT,128,TZANCA URAGANU,400,242,100,0,24,6,0,0
16,13,T,184,sağ elimde falçata solda 70lik,242,400,100,1,15,3,2,2
16,13,T,16,vikingar,242,400,100,4,47,1,0,0
16,13,T,15,xfl0ud,242,400,100,3,9,1,0,0
16,13,CT,241,xlw,400,242,42,0,25,10,0,3
17,13,CT,200,-ScofieLd,400,300,0,0,57,8,0,2
17,13,CT,100,LaMasse,400,300,100,0,33,5,0,1
17,13,T,32,DoNeVu,300,400,100,0,15,1,0,0
17,13,T,93,JsN,300,400,100,0,18,4,1,1
17,13,CT,0,Marco_0ne,400,300,100,0,7,0,0,0
17,13,CT,100,Pix,400,300,100,3,9,1,0,1
17,13,T,100,Skynet.tns,300,400,0,0,9,4,0,1
17,13,CT,0,Ulicni_hodac,400,300,0,0,3,0,0,0
16,13,CT,31,LaMasse,400,242,0,0,7,2,0,1
17,13,T,0,Alexa_ae | sex haver,300,400,100,0,2,0,0,0
17,13,T,75,djem,300,400,100,2,17,4,1,1
12,13,CT,68,GUGUŚ,251,579,100,0,11,2,0,0
16,13,T,27,999,242,400,100,0,33,1,0,0
19,13,CT,19,AlexWolf,400,500,100,0,25,1,0,0
10,13,CT,0,Dan,308,400,100,0,3,0,0,0
10,13,T,0,Daredevil,400,308,100,0,6,0,0,0
10,13,CT,0,Knur ;3,308,400,100,0,0,0,0,0
10,13,T,129,LaMasse,400,308,100,0,11,5,1,1
10,13,T,100,Pix,400,308,100,0,8,4,1,1
10,13,T,171,diki,400,308,19,3,33,7,1,2
10,13,T,0,ltglenn2,400,308,0,0,15,0,0,0
12,13,T,126,COÑITO 2.0,579,251,0,2,57,3,1,2
12,13,T,0,Daredevil,579,251,100,0,27,0,0,0
12,13,CT,30,ICE MAKER,251,579,100,0,9,2,0,0
12,13,T,103,LaMasse,579,251,0,0,22,5,0,1
12,13,CT,0,Old Vack,251,579,100,0,2,0,0,0
12,13,CT,85,PenisBrno,251,579,184,0,13,2,0,0
12,13,CT,68,g1mple,251,579,100,0,22,3,0,1
12,13,T,145,zadymka,579,251,74,1,69,3,1,1
12,13,T,205,᠌proland,579,251,85,2,10,7,0,1
16,13,CT,0,Daredevil,400,242,47,0,15,0,0,0
19,13,CT,100,AllAbS,400,500,100,1,6,1,1,1
24,13,T,27,KubeQ,259,491,100,0,3,1,0,0
19,13,CT,81,LaMasse,400,500,100,1,58,3,0,1
24,13,T,132,Pingwinator,259,491,100,0,31,6,0,1
24,13,CT,85,Pix,491,259,100,0,17,6,0,0
24,13,T,0,cutie,259,491,100,0,4,0,0,0
24,13,T,0,is that a supra?,259,491,100,0,1,0,0,0
24,13,T,100,ok hand,259,491,100,0,2,2,0,1
25,13,T,54,☜☆☞ ddie ☜☆☞,352,500,100,0,9,2,0,0
25,13,T,0,LaMasse,352,500,100,0,0,0,0,0
24,13,CT,120,Meikä poika,491,259,100,0,16,3,1,2
25,13,CT,0,ONE,500,352,0,0,0,0,0,0
25,13,T,166,Paddy Cooper,352,500,100,0,21,7,0,2
25,13,CT,46,Robert,500,352,100,0,4,1,0,0
25,13,CT,261,Sirius Black,500,352,100,0,47,12,0,2
25,13,T,51,WoRlD,352,500,100,4,23,2,0,0
25,13,T,81,mohammed alhaboobi,352,500,100,0,13,6,0,1
25,13,CT,100,sh1zey,500,352,100,0,7,1,0,1
10,13,CT,191,AIR,308,400,100,0,5,2,0,2
25,13,CT,93,PLUXURY SPORT <3,500,352,52,0,7,2,0,2
19,13,T,237,L e G e n D a,500,400,55,0,5,3,0,3
24,13,CT,195,Linus,491,259,27,4,12,3,2,2
24,13,CT,0,CrossFitJannE,491,259,32,5,12,0,0,0
19,13,T,0,Norish,500,400,100,0,1,0,0,0
19,13,CT,126,STOP亗 -TAISM-,400,500,100,1,4,2,0,2
19,13,CT,74,hcaktuna,400,500,100,1,19,2,1,0
19,13,T,163,puckoshark,500,400,100,0,59,11,0,1
19,13,T,0,sMiley,500,400,100,0,5,0,0,0
19,13,T,100,simoN,500,400,100,0,3,1,0,1
21,13,T,0,?Zimmer 6_Raisen.CS.Money,500,395,100,0,8,0,0,0
24,13,CT,91,LaMasse,491,259,4,0,10,4,1,1
21,13,T,27,Bongo,500,395,100,0,5,1,0,0
21,13,CT,0,Kosta,395,500,100,0,25,0,0,0
21,13,CT,0,LaMasse,395,500,100,0,1,0,0,0
21,13,T,373,Mr. Worldwide (⌐■_■),500,395,89,0,28,10,0,4
21,13,T,0,Stanley,500,395,43,0,19,0,0,0
21,13,T,100,TFusi0n,500,395,100,0,4,2,0,1
21,13,CT,195,aKIA,395,500,100,0,30,7,0,1
21,13,CT,100,weeeeee,395,500,100,0,11,4,0,1
21,13,CT,100,Fr3e,395,500,100,7,25,5,0,1
10,13,CT,117,1rs1n,308,400,100,1,20,8,0,1
0,13,T,153,TACOS,500,416,74,0,28,4,1,1
9,13,T,0,Влад Яровой,500,199,100,0,11,0,0,0
3,13,CT,17,Golden Patrone,492,337,100,0,3,1,0,0
3,13,CT,0,LE C,492,337,100,0,7,0,0,0
3,13,T,26,LaMasse,337,492,100,0,38,1,0,0
3,13,T,0,Midgar_7,337,492,100,1,1,0,0,0
3,13,T,176,Pix,337,492,100,0,51,7,0,1
3,13,T,26,Squirt for me?,337,492,100,0,4,1,0,0
3,13,T,109,TACOS,337,492,100,0,27,3,1,1
3,13,CT,292,Bing Chilling,492,337,56,0,14,5,1,3
3,13,CT,83,cocaine shawty,492,337,28,0,17,4,0,1
4,13,CT,200,-ScofieLd,400,300,0,0,57,8,0,2
4,13,T,0,Alexa_ae | sex haver,300,400,100,0,2,0,0,0
4,13,T,32,DoNeVu,300,400,100,0,15,1,0,0
4,13,T,93,JsN,300,400,100,0,18,4,1,1
4,13,CT,100,LaMasse,400,300,100,0,33,5,0,1
4,13,CT,0,Marco_0ne,400,300,100,0,7,0,0,0
4,13,CT,100,Pix,400,300,100,3,9,1,0,1
3,13,CT,100,fatument,492,337,53,0,9,1,1,1
4,13,T,100,Skynet.tns,300,400,0,0,9,4,0,1
2,13,T,169,блеберт,369,500,100,0,58,10,1,1
2,13,CT,26,АЪЪА,500,369,100,0,4,1,0,0
9,13,T,100,先輩SӘɳρaϊ先輩,500,199,54,0,41,4,1,1
0,13,T,173,ARRRRRRRRR,500,416,63,4,19,5,1,2
0,13,CT,30,MooN,416,500,100,0,5,1,0,0
0,13,T,0,Pix,500,416,100,0,1,0,0,0
0,13,T,100,SibirskiPlavac,500,416,100,0,9,4,0,1
0,13,CT,70,Super Kobe,416,500,100,0,9,3,0,1
0,13,CT,263,Super Mongo,416,500,100,0,22,11,0,2
2,13,CT,100,ЭТОТ ЮРЕЦ,500,369,100,0,1,1,1,1
0,13,CT,0,Super gayzolas,416,500,100,0,16,0,0,0
2,13,CT,299,Beetlejuice,500,369,60,4,69,29,1,1
2,13,T,0,Folcatus,369,500,100,0,3,0,0,0
2,13,CT,67,KONDZIU,500,369,9,0,38,3,0,2
2,13,CT,8,LaMasse,500,369,100,0,17,1,0,1
2,13,T,0,Silverino,369,500,100,0,0,0,0,0
2,13,T,0,broski,369,500,100,0,2,0,0,0
2,13,T,200,kiko,369,500,100,0,24,6,2,2
0,13,CT,53,Super linda,0,0,100,0,4,1,0,0
4,13,CT,0,Ulicni_hodac,400,300,0,0,3,0,0,0
0,13,T,74,LaMasse,500,416,100,0,13,3,1,1
6,13,T,20,Daredevil,354,524,100,0,14,1,0,0
8,13,T,108,Elfo,500,459,59,1,34,7,0,2
8,13,T,200,Ichigo Kurosaki,500,459,100,0,26,7,1,2
8,13,CT,163,LaMasse,459,500,100,0,26,7,0,2
8,13,T,192,Luci,500,459,100,0,12,5,0,1
8,13,CT,152,Midgar_7,459,500,100,0,3,6,0,0
8,13,T,0,OldManTouchy,500,459,100,0,0,0,0,0
8,13,CT,100,Pix,459,500,100,0,15,3,0,1
8,13,CT,0,2kilo ziemniakow,459,500,100,0,4,0,0,0
8,13,T,0,qLethal,500,459,100,0,16,0,0,0
9,13,CT,0,99 problems,199,500,100,1,6,0,0,0
9,13,CT,0,Anime на аве,199,500,100,0,5,0,0,0
9,13,CT,99,Daredevil,199,500,100,0,8,3,0,0
9,13,CT,100,LaMasse,199,500,100,0,4,1,0,1
9,13,CT,0,Pix,199,500,100,0,1,0,0,0
4,13,T,75,djem,300,400,100,2,17,4,1,1
9,13,T,100,АНТОН ЮРЬЕВИЧ,500,199,0,0,5,1,0,1
8,13,CT,44,⭕⃤GerarHB9☁,459,500,100,0,9,3,0,1
7,13,T,70,֍Puri֍,275,485,100,0,14,2,0,0
9,13,T,300,huskies,500,199,54,4,35,10,3,3
7,13,T,60,Seb✪Z,275,485,100,0,9,3,0,0
7,13,CT,85,Гном,485,275,70,0,17,4,1,1
6,13,T,32,"L'ahuri, bière en main",354,524,100,2,6,1,0,0
6,13,T,54,LaMasse,354,524,124,0,12,2,0,0
6,13,T,148,Pix,354,524,100,0,22,4,1,2
6,13,CT,41,janjebemajke,524,354,100,0,22,3,0,1
6,13,CT,183,KreizySofric,524,354,100,0,18,8,1,1
6,13,CT,275,lovro,524,354,100,0,25,12,1,2
6,13,CT,25,mihac,524,354,0,0,11,1,0,1
6,13,CT,0,jure,524,354,54,0,8,0,0,0
7,13,CT,178,AHOUUU WAOUF WAOUF,485,275,19,0,47,13,0,2
7,13,T,26,"Boris""Nemlow""V",275,485,100,1,19,1,0,1
7,13,CT,128,Daredevil,485,275,100,0,37,9,0,1
7,13,T,19,Dzerteur,275,485,100,0,25,2,0,0
7,13,T,100,GuiiZ#,275,485,100,0,6,1,0,1
7,13,CT,30,Midgar_7,485,275,16,3,54,2,0,1
7,13,CT,64,Pix,485,275,100,0,68,2,0,0
6,13,T,100,сегодня отдыхаю,354,524,100,0,26,7,1,1
16,14,T,54,vikingar,468,300,100,0,12,2,0,0
16,14,T,81,xfl0ud,468,300,100,0,7,3,0,0
16,14,CT,100,xlw,300,468,100,3,61,4,0,1
17,14,CT,46,-ScofieLd,500,426,100,0,63,3,0,0
17,14,T,80,Alexa_ae | sex haver,426,500,100,0,1,1,0,0
17,14,T,26,DoNeVu,426,500,100,0,12,1,0,0
17,14,T,246,djem,426,500,100,6,40,7,1,3
17,14,CT,190,LaMasse,500,426,26,0,39,8,0,2
17,14,CT,64,Marco_0ne,500,426,100,0,34,3,0,1
17,14,CT,146,Pix,500,426,100,0,9,2,0,1
17,14,T,52,Skynet.tns,426,500,100,0,5,2,0,0
17,14,CT,54,Ulicni_hodac,500,426,100,0,4,1,0,1
19,14,CT,0,AlexWolf,470,401,100,0,3,0,0,0
17,14,T,22,JsN,426,500,100,0,20,1,0,1
16,14,T,0,sağ elimde falçata solda 70lik,468,300,100,5,3,0,0,0
12,14,CT,100,g1mple,374,500,100,0,25,7,0,1
16,14,CT,0,Pix,300,468,100,0,5,0,0,0
10,14,T,0,Pix,400,100,100,0,2,0,0,0
19,14,CT,111,AllAbS,470,401,100,0,22,4,0,0
10,14,T,100,diki,400,100,0,2,22,1,1,1
10,14,T,200,ltglenn2,400,100,0,0,6,2,0,2
12,14,T,220,COÑITO 2.0,500,374,84,0,33,7,1,2
12,14,T,174,Daredevil,500,374,90,1,23,6,1,2
12,14,CT,84,GUGUŚ,374,500,100,0,3,1,1,0
16,14,CT,0,TZANCA URAGANU,300,468,100,0,33,0,0,0
12,14,CT,90,ICE MAKER,374,500,100,0,10,3,0,0
12,14,CT,100,Old Vack,374,500,100,0,3,1,0,1
12,14,CT,0,PenisBrno,374,500,100,0,15,0,0,0
12,14,T,80,zadymka,500,374,0,0,16,3,0,1
12,14,T,26,᠌proland,500,374,100,1,3,1,0,0
16,14,T,333,999,468,300,0,0,65,10,2,5
16,14,CT,100,Daredevil,300,468,100,0,12,4,0,1
16,14,CT,100,LaMasse,300,468,100,0,36,1,1,1
12,14,T,0,LaMasse,500,374,100,0,7,0,0,0
19,14,T,100,L e G e n D a,401,470,100,0,6,1,0,1
24,14,T,78,KubeQ,310,491,100,0,10,2,0,0
19,14,T,0,Norish,401,470,100,0,20,0,0,0
24,14,CT,251,Pix,491,310,50,0,13,3,1,2
24,14,T,0,cutie,310,491,100,0,7,0,0,0
24,14,T,82,is that a supra?,310,491,100,0,15,3,1,1
24,14,T,17,ok hand,310,491,100,0,13,1,0,0
25,14,T,12,LaMasse,312,500,100,0,25,1,0,0
25,14,CT,0,ONE,500,312,100,0,1,0,0,0
25,14,CT,0,PLUXURY SPORT <3,500,312,14,0,6,0,0,0
25,14,T,12,Paddy Cooper,312,500,100,0,13,1,0,0
25,14,CT,100,Robert,500,312,100,0,42,4,0,1
25,14,CT,237,Sirius Black,500,312,12,4,77,12,0,3
25,14,T,3,WoRlD,312,500,100,3,31,2,0,1
25,14,T,200,mohammed alhaboobi,312,500,100,2,27,2,2,2
25,14,CT,163,sh1zey,500,312,100,0,50,7,0,1
25,14,T,85,☜☆☞ ddie ☜☆☞,312,500,100,0,37,3,0,0
10,14,T,100,LaMasse,400,100,0,0,9,4,0,1
24,14,T,133,Pingwinator,310,491,100,0,26,5,0,1
19,14,CT,175,LaMasse,470,401,59,12,72,9,1,2
24,14,CT,14,Meikä poika,491,310,100,0,36,1,0,0
24,14,CT,100,LaMasse,491,310,0,0,9,1,1,1
19,14,CT,0,STOP亗 -TAISM-,470,401,100,0,5,0,0,0
19,14,CT,184,hcaktuna,470,401,63,0,42,9,1,3
19,14,T,7,puckoshark,401,470,100,0,36,1,0,0
19,14,T,194,sMiley,401,470,100,0,16,4,1,1
19,14,T,100,simoN,401,470,100,0,33,4,0,1
21,14,T,122,?Zimmer 6_Raisen.CS.Money,500,400,100,0,11,4,0,1
21,14,T,66,Bongo,500,400,100,0,15,2,0,0
21,14,CT,0,Fr3e,400,500,100,0,0,0,0,0
21,14,CT,57,LaMasse,400,500,100,0,7,2,0,0
21,14,T,100,Mr. Worldwide (⌐■_■),500,400,100,0,3,1,1,1
21,14,T,85,Stanley,500,400,0,0,31,3,0,2
21,14,T,127,TFusi0n,500,400,100,1,26,2,1,1
21,14,CT,132,aKIA,400,500,100,0,14,2,2,1
21,14,CT,111,weeeeee,400,500,100,0,27,4,1,2
24,14,CT,0,CrossFitJannE,491,310,100,1,7,0,0,0
24,14,CT,126,Linus,491,310,78,2,92,10,1,2
10,14,CT,0,Knur ;3,100,400,100,0,4,0,0,0
21,14,CT,100,Kosta,400,500,100,0,4,1,0,1
10,14,CT,0,Dan,100,400,100,0,7,0,0,0
3,14,CT,100,fatument,381,441,100,0,7,1,1,1
4,14,CT,46,-ScofieLd,500,426,100,0,63,3,0,0
4,14,T,80,Alexa_ae | sex haver,426,500,100,0,1,1,0,0
4,14,T,26,DoNeVu,426,500,100,0,12,1,0,0
4,14,T,22,JsN,426,500,100,0,20,1,0,1
4,14,CT,190,LaMasse,500,426,26,0,39,8,0,2
3,14,CT,100,cocaine shawty,381,441,47,0,18,5,0,1
4,14,CT,64,Marco_0ne,500,426,100,0,34,3,0,1
4,14,T,52,Skynet.tns,426,500,100,0,5,2,0,0
4,14,CT,54,Ulicni_hodac,500,426,100,0,4,1,0,1
4,14,T,246,djem,426,500,100,6,40,7,1,3
6,14,T,44,Daredevil,192,500,100,0,35,2,0,0
6,14,CT,100,KreizySofric,500,192,14,0,31,5,0,1
6,14,T,0,"L'ahuri, bière en main",192,500,100,2,1,0,0,0
4,14,CT,146,Pix,500,426,100,0,9,2,0,1
3,14,T,125,TACOS,441,381,100,0,19,6,0,0
3,14,T,0,Squirt for me?,441,381,100,0,0,0,0,0
3,14,T,252,Pix,441,381,92,0,5,9,4,2
10,14,T,0,Daredevil,400,100,0,0,25,0,0,0
2,14,CT,0,Beetlejuice,500,238,0,0,21,0,0,0
2,14,T,0,Folcatus,238,500,100,0,4,0,0,0
2,14,CT,0,KONDZIU,500,238,0,0,2,0,0,0
2,14,CT,100,LaMasse,500,238,100,0,2,1,0,1
2,14,T,0,Silverino,238,500,100,0,3,0,0,0
2,14,T,172,broski,238,500,100,0,4,2,0,1
2,14,T,40,kiko,238,500,100,0,4,1,0,0
2,14,CT,300,АЪЪА,500,238,40,0,15,8,2,3
2,14,CT,100,ЭТОТ ЮРЕЦ,500,238,98,0,1,1,0,1
2,14,T,26,блеберт,238,500,100,0,3,1,0,0
3,14,CT,81,Bing Chilling,0,0,100,0,3,1,0,0
3,14,CT,100,Golden Patrone,381,441,100,0,10,4,0,1
3,14,CT,0,LE C,381,441,152,0,1,0,0,0
3,14,T,64,LaMasse,441,381,99,0,25,6,0,2
6,14,T,148,LaMasse,192,500,100,2,36,8,2,1
6,14,T,0,Pix,192,500,100,0,1,0,0,0
3,14,T,0,Midgar_7,441,381,100,1,3,0,0,0
6,14,CT,77,jure,500,192,48,0,3,1,0,1
8,14,T,100,OldManTouchy,264,500,100,0,18,4,0,1
8,14,CT,61,Pix,500,264,100,0,4,2,0,0
8,14,T,0,qLethal,264,500,100,0,8,0,0,0
8,14,CT,95,⭕⃤GerarHB9☁,500,264,49,2,30,7,0,1
9,14,CT,58,99 problems,300,500,100,3,9,2,0,0
9,14,CT,0,Anime на аве,300,500,100,3,2,0,0,0
9,14,CT,142,LaMasse,300,500,100,0,4,2,1,2
9,14,CT,0,Pix,300,500,100,0,0,0,0,0
9,14,T,100,huskies,500,300,100,3,12,4,0,1
9,14,T,100,АНТОН ЮРЬЕВИЧ,500,300,100,0,4,1,1,1
9,14,T,200,Влад Яровой,500,300,0,3,18,3,2,2
9,14,T,100,先輩SӘɳρaϊ先輩,500,300,100,0,6,1,1,1
10,14,CT,100,1rs1n,100,400,100,0,14,4,1,1
10,14,CT,0,AIR,100,400,100,0,2,0,0,0
6,14,CT,55,janjebemajke,500,192,44,0,48,4,0,2
8,14,CT,100,Midgar_7,500,264,100,0,15,4,1,1
8,14,T,49,Luci,264,500,100,0,2,1,1,0
9,14,CT,100,Daredevil,300,500,100,0,4,1,1,1
8,14,T,115,Ichigo Kurosaki,264,500,100,0,29,5,1,1
6,14,CT,23,lovro,500,192,100,5,37,2,0,0
6,14,CT,245,mihac,500,192,0,0,34,21,1,1
8,14,CT,44,LaMasse,500,264,0,0,10,1,1,1
6,14,T,0,сегодня отдыхаю,192,500,100,0,1,0,0,0
7,14,CT,70,AHOUUU WAOUF WAOUF,400,449,100,0,79,3,0,1
7,14,T,187,"Boris""Nemlow""V",449,400,100,4,27,6,1,3
7,14,T,26,Dzerteur,449,400,100,0,17,1,0,0
7,14,T,0,GuiiZ#,449,400,100,2,19,0,0,0
7,14,CT,127,Daredevil,400,449,100,0,32,5,0,1
7,14,CT,201,Pix,400,449,100,0,65,9,1,2
7,14,T,54,Seb✪Z,449,400,100,0,13,2,0,0
7,14,CT,0,Гном,400,449,100,0,3,0,0,0
7,14,T,182,֍Puri֍,449,400,0,1,7,2,0,2
8,14,CT,200,2kilo ziemniakow,500,264,15,0,12,3,2,2
8,14,T,0,Elfo,264,500,100,0,0,0,0,0
7,14,CT,2,Midgar_7,400,449,100,3,26,1,0,0
21,15,T,16,Mr. Worldwide (⌐■_■),500,200,0,0,4,1,0,1
16,15,CT,333,xlw,425,394,100,0,20,16,0,2
21,15,CT,102,LaMasse,200,500,100,0,28,4,0,1
21,15,CT,30,Kosta,200,500,100,3,6,2,0,0
21,15,T,100,Stanley,500,200,0,0,8,1,1,1
21,15,CT,0,Fr3e,200,500,100,4,3,0,0,0
21,15,T,100,Bongo,500,200,0,0,15,3,0,1
21,15,T,84,?Zimmer 6_Raisen.CS.Money,500,200,100,0,32,5,0,0
16,15,T,26,xfl0ud,394,425,100,1,7,1,0,0
16,15,T,0,999,394,425,100,0,1,0,0,0
16,15,T,0,sağ elimde falçata solda 70lik,394,425,160,1,6,0,0,0
16,15,CT,0,TZANCA URAGANU,425,394,100,0,4,0,0,0
16,15,CT,0,Pix,425,394,100,0,0,0,0,0
16,15,CT,12,LaMasse,425,394,100,0,13,1,0,0
12,15,T,92,᠌proland,468,400,100,1,19,4,0,1
12,15,T,246,zadymka,468,400,0,0,67,9,1,3
21,15,T,200,TFusi0n,500,200,100,0,33,11,1,2
12,15,CT,200,g1mple,400,468,100,1,32,8,0,2
16,15,T,368,vikingar,394,425,100,1,49,10,3,4
21,15,CT,52,aKIA,200,500,100,0,6,2,0,0
25,15,CT,25,Sirius Black,393,459,100,0,55,1,0,0
24,15,CT,125,CrossFitJannE,492,334,100,0,16,6,0,1
12,15,CT,200,PenisBrno,400,468,100,0,106,11,1,2
25,15,T,0,☜☆☞ ddie ☜☆☞,459,393,93,0,20,0,0,0
25,15,CT,93,sh1zey,393,459,100,0,20,4,1,0
25,15,T,199,mohammed alhaboobi,459,393,100,6,13,3,2,2
25,15,T,76,WoRlD,459,393,100,0,14,2,0,0
25,15,CT,0,Robert,393,459,100,0,4,0,0,0
25,15,T,184,Paddy Cooper,459,393,8,0,37,9,0,3
25,15,CT,100,PLUXURY SPORT <3,393,459,100,0,3,1,0,1
25,15,CT,175,ONE,393,459,100,0,3,2,0,2
25,15,T,0,LaMasse,459,393,100,0,3,0,0,0
24,15,T,164,ok hand,334,492,100,1,16,5,0,1
24,15,T,34,is that a supra?,334,492,100,0,19,1,0,0
24,15,T,0,cutie,334,492,100,0,21,0,0,0
24,15,CT,95,Pix,492,334,34,0,9,2,1,1
24,15,T,0,Pingwinator,334,492,100,0,1,0,0,0
24,15,CT,159,Meikä poika,492,334,100,0,24,5,2,2
24,15,CT,13,Linus,492,334,100,1,5,1,0,0
24,15,CT,100,LaMasse,492,334,6,0,4,2,1,1
24,15,T,136,KubeQ,334,492,100,0,11,3,1,2
21,15,CT,16,weeeeee,200,500,100,0,3,1,0,1
12,15,CT,0,Old Vack,400,468,100,1,6,0,0,0
16,15,CT,80,Daredevil,425,394,0,0,14,3,1,2
12,15,CT,0,ICE MAKER,400,468,100,0,3,0,0,0
8,15,CT,80,Pix,495,347,100,0,15,3,0,2
8,15,T,86,OldManTouchy,347,495,100,0,2,1,1,1
8,15,CT,126,Midgar_7,495,347,28,0,32,2,1,1
8,15,T,0,Luci,347,495,100,0,1,0,0,0
8,15,CT,164,LaMasse,495,347,100,0,50,4,1,1
8,15,T,0,Ichigo Kurosaki,347,495,100,0,0,0,0,0
8,15,T,218,Elfo,347,495,100,2,97,17,0,1
8,15,CT,0,2kilo ziemniakow,495,347,100,0,6,0,0,0
8,15,T,43,qLethal,347,495,100,0,63,4,0,1
7,15,CT,100,֍Puri֍,400,489,100,0,21,4,1,1
7,15,CT,62,Seb✪Z,400,489,100,0,6,2,0,0
7,15,T,120,Midgar_7,489,400,100,0,21,6,0,2
7,15,CT,0,GuiiZ#,400,489,100,0,4,0,0,0
7,15,CT,0,Dzerteur,400,489,100,0,5,0,0,0
7,15,T,163,Daredevil,489,400,100,0,20,4,1,1
7,15,CT,238,"Boris""Nemlow""V",400,489,100,0,27,12,1,3
7,15,T,38,AHOUUU WAOUF WAOUF,489,400,100,0,22,3,0,1
12,15,T,130,LaMasse,468,400,100,0,51,9,0,1
7,15,T,64,Гном,489,400,100,0,23,5,0,0
8,15,CT,125,⭕⃤GerarHB9☁,495,347,34,2,20,5,0,1
7,15,T,104,Pix,489,400,56,0,13,5,0,0
9,15,T,0,Anime на аве,400,160,0,0,3,0,0,0
9,15,T,100,99 problems,400,160,60,0,18,2,0,1
12,15,T,0,Daredevil,468,400,100,1,2,0,0,0
12,15,T,0,COÑITO 2.0,468,400,100,2,9,0,0,0
10,15,T,0,ltglenn2,100,500,100,0,16,0,0,0
10,15,T,0,diki,100,500,100,0,44,0,0,0
10,15,T,0,Pix,100,500,100,0,3,0,0,0
12,15,CT,0,GUGUŚ,400,468,100,0,0,0,0,0
10,15,CT,100,Knur ;3,500,100,0,0,3,1,1,1
10,15,T,0,Daredevil,100,500,100,0,3,0,0,0
10,15,T,100,LaMasse,100,500,100,1,21,4,0,1
10,15,CT,0,AIR,500,100,0,0,1,0,0,0
10,15,CT,20,1rs1n,500,100,100,0,3,1,0,0
9,15,CT,100,先輩SӘɳρaϊ先輩,160,400,100,0,19,4,0,0
9,15,CT,0,Влад Яровой,160,400,100,0,2,0,0,0
9,15,CT,0,АНТОН ЮРЬЕВИЧ,160,400,100,0,0,0,0,0
9,15,CT,60,huskies,160,400,100,0,17,4,0,0
9,15,T,0,Pix,400,160,28,0,22,0,0,0
9,15,T,300,LaMasse,400,160,43,0,14,3,2,3
10,15,CT,380,Dan,500,100,0,0,36,17,2,4
9,15,T,0,Daredevil,400,160,46,0,18,0,0,0
9,16,T,0,Daredevil,274,484,100,0,7,0,0,0
9,16,T,151,LaMasse,274,484,100,3,74,11,0,2
9,16,T,82,Pix,274,484,100,0,13,3,0,0
9,16,CT,238,先輩SӘɳρaϊ先輩,484,274,41,0,18,5,2,3
9,16,CT,54,АНТОН ЮРЬЕВИЧ,484,274,100,0,18,4,0,0
9,16,CT,100,Влад Яровой,484,274,33,0,12,3,0,1
9,16,T,41,Anime на аве,274,484,100,3,8,1,0,0
9,16,CT,92,huskies,484,274,100,0,11,2,1,1
