Game_number,Round_number,Team,dmg,Pseudo,damage_team,damage_ennemy_team,dmg_received,ennemies_flashed,shots_fired,shots_hit,hits_head,kills
9,16,T,0,99 problems,274,484,100,1,9,0,0,0
7,16,CT,25,Dzerteur,79,500,100,0,4,1,0,0
7,16,T,100,Гном,500,79,0,0,10,1,1,1
7,16,CT,23,Seb✪Z,79,500,100,0,1,1,0,0
7,16,T,0,Pix,500,79,0,5,2,0,0,0
7,16,T,100,Midgar_7,500,79,42,0,68,4,0,1
7,16,CT,0,GuiiZ#,79,500,100,0,3,0,0,0
7,16,T,166,Daredevil,500,79,37,0,54,3,2,1
7,16,CT,17,"Boris""Nemlow""V",79,500,100,0,4,1,0,0
7,16,T,134,AHOUUU WAOUF WAOUF,500,79,0,0,22,6,0,2
7,16,CT,14,֍Puri֍,79,500,100,0,14,1,0,0
9,17,T,0,Daredevil,255,500,100,0,5,0,0,0
9,17,T,68,LaMasse,255,500,100,3,14,3,0,1
9,17,T,87,Pix,255,500,100,0,32,5,0,0
9,17,CT,92,先輩SӘɳρaϊ先輩,500,255,100,0,2,2,0,0
9,17,CT,145,АНТОН ЮРЬЕВИЧ,500,255,100,2,26,6,1,1
9,17,T,100,Anime на аве,255,500,100,1,21,2,1,1
9,17,CT,163,Влад Яровой,500,255,55,3,44,9,0,3
9,17,CT,100,huskies,500,255,0,0,14,4,1,1
9,17,T,0,99 problems,255,500,100,2,4,0,0,0
7,17,CT,178,"Boris""Nemlow""V",433,500,100,0,26,6,1,2
7,17,T,100,Гном,500,433,100,1,4,1,1,1
7,17,T,82,AHOUUU WAOUF WAOUF,500,433,100,0,19,2,1,1
7,17,T,85,Daredevil,500,433,100,0,22,6,0,1
7,17,CT,25,Dzerteur,433,500,100,1,6,1,0,0
7,17,CT,40,֍Puri֍,433,500,100,0,13,4,0,0
7,17,T,100,Midgar_7,500,433,100,0,18,5,0,1
7,17,T,133,Pix,500,433,100,1,47,9,0,1
7,17,CT,6,Seb✪Z,433,500,100,0,1,3,0,0
7,17,CT,184,GuiiZ#,433,500,100,0,13,12,0,2
9,18,T,0,99 problems,300,331,100,0,12,0,0,0
9,18,CT,77,Влад Яровой,331,300,100,0,15,3,0,0
9,18,CT,193,АНТОН ЮРЬЕВИЧ,331,300,100,0,40,8,1,2
9,18,CT,61,huskies,331,300,100,0,6,2,0,0
9,18,T,126,Pix,300,331,100,0,19,4,1,1
9,18,T,100,LaMasse,300,331,61,0,3,1,0,1
9,18,T,0,Daredevil,300,331,3,0,0,0,0,0
9,18,T,74,Anime на аве,300,331,100,1,49,3,0,1
7,18,CT,0,֍Puri֍,338,479,100,0,2,0,0,0
9,18,CT,0,先輩SӘɳρaϊ先輩,331,300,18,0,2,0,0,0
7,18,CT,100,Seb✪Z,338,479,100,0,17,4,1,1
7,18,T,27,AHOUUU WAOUF WAOUF,479,338,100,0,1,1,0,0
7,18,CT,100,"Boris""Nemlow""V",338,479,100,0,8,2,1,1
7,18,T,200,Daredevil,479,338,0,0,23,6,1,2
7,18,T,0,Гном,479,338,100,1,3,0,0,0
7,18,CT,138,GuiiZ#,338,479,100,5,5,5,1,1
7,18,T,173,Midgar_7,479,338,11,0,3,2,0,2
7,18,T,79,Pix,479,338,149,0,10,3,0,1
7,18,CT,0,Dzerteur,338,479,100,0,1,0,0,0
9,19,T,65,99 problems,365,220,0,1,23,1,1,1
9,19,CT,100,Влад Яровой,220,365,100,0,1,1,0,1
9,19,CT,0,АНТОН ЮРЬЕВИЧ,220,365,100,0,2,0,0,0
9,19,CT,120,huskies,220,365,100,0,22,5,0,1
9,19,T,100,Pix,365,220,0,0,5,1,1,1
9,19,T,133,LaMasse,365,220,100,0,9,3,1,1
9,19,T,0,Daredevil,365,220,100,1,1,0,0,0
9,19,T,67,Anime на аве,365,220,36,0,16,3,1,1
9,19,CT,0,先輩SӘɳρaϊ先輩,220,365,100,5,2,0,0,0
7,19,CT,78,֍Puri֍,334,500,100,0,16,7,1,1
7,19,CT,64,Seb✪Z,334,500,100,0,16,11,0,0
7,19,T,120,Pix,500,334,100,0,31,4,0,0
7,19,T,8,Midgar_7,500,334,100,1,6,1,0,1
7,19,CT,192,GuiiZ#,334,500,100,5,10,3,0,2
7,19,CT,0,Dzerteur,334,500,100,0,5,0,0,0
7,19,T,100,Daredevil,500,334,100,1,31,4,0,1
7,19,CT,0,"Boris""Nemlow""V",334,500,100,0,11,0,0,0
7,19,T,100,AHOUUU WAOUF WAOUF,500,334,0,0,16,5,0,1
7,19,T,172,Гном,500,334,34,0,14,5,1,2
9,20,CT,0,АНТОН ЮРЬЕВИЧ,114,400,100,0,34,0,0,0
9,20,CT,0,huskies,114,400,100,0,2,0,0,0
9,20,T,0,Pix,400,114,0,0,0,0,0,0
9,20,CT,54,Влад Яровой,114,400,100,0,18,2,0,0
9,20,T,200,Daredevil,400,114,60,1,24,6,1,2
9,20,T,37,Anime на аве,400,114,0,1,10,4,1,1
9,20,T,150,99 problems,400,114,54,0,35,5,0,1
9,20,T,13,LaMasse,400,114,0,0,14,4,0,0
9,20,CT,60,先輩SӘɳρaϊ先輩,114,400,100,0,15,2,0,0
