Game_number,Map,Pseudo,Team,Round_number,Type,Number,X,Y,Z
22,de_nuke,bL(*+*)K ^,T,4,DamageReceived_target,0,218.516937,60.546768,-415.968750
22,de_nuke,bL(*+*)K ^,T,4,DamageReceived_origin,0,1160.501709,11.018415,-415.969086
22,de_nuke,bL(*+*)K ^,T,4,Death,0,218.516937,60.546768,-415.968750
22,de_nuke,bL(*+*)K ^,T,5,DamageInfliged_targetposition,0,446.902313,-347.093842,-415.968750
22,de_nuke,bL(*+*)K ^,T,5,DamageInfliged_targetposition,1,493.691467,-758.459534,-391.968750
22,de_nuke,bL(*+*)K ^,T,5,DamageInfliged_targetposition,2,494.994659,-759.165161,-391.968750
22,de_nuke,bL(*+*)K ^,T,5,Kill,0,446.902313,-347.093842,-415.968750
22,de_nuke,bL(*+*)K ^,T,5,Death,0,495.518127,-759.432251,-391.968750
22,de_nuke,bL(*+*)K ^,T,5,DamageReceived_target,0,342.391235,-352.031250,-415.968750
22,de_nuke,bL(*+*)K ^,T,5,DamageReceived_target,1,478.804169,-746.650513,-407.504395
22,de_nuke,bL(*+*)K ^,T,5,DamageReceived_target,2,492.800110,-757.906494,-391.968750
22,de_nuke,bL(*+*)K ^,T,5,DamageReceived_target,3,495.518127,-759.432251,-391.968750
22,de_nuke,bL(*+*)K ^,T,5,DamageReceived_origin,0,1114.057007,-394.509491,-127.968750
22,de_nuke,bL(*+*)K ^,T,5,DamageReceived_origin,1,274.855682,-1101.007935,-392.725342
22,de_nuke,bL(*+*)K ^,T,5,DamageReceived_origin,2,319.568054,-1109.750732,-391.968750
22,de_nuke,bL(*+*)K ^,T,5,DamageReceived_origin,3,319.568054,-1109.750732,-391.968750
22,de_nuke,bL(*+*)K ^,T,5,DamageInfliged,0,446.902313,-347.093842,-415.968750
22,de_nuke,bL(*+*)K ^,T,5,DamageInfliged,1,493.691467,-758.459534,-391.968750
22,de_nuke,bL(*+*)K ^,T,5,DamageInfliged,2,494.994659,-759.165161,-391.968750
22,de_nuke,bL(*+*)K ^,T,6,DamageInfliged,0,1467.829346,-2447.968750,-517.182007
22,de_nuke,bL(*+*)K ^,T,6,DamageInfliged,1,1463.771362,-2447.968750,-514.476746
22,de_nuke,bL(*+*)K ^,T,6,DamageInfliged,2,1463.554077,-2447.968750,-514.331848
22,de_nuke,bL(*+*)K ^,T,6,DamageInfliged,3,1463.554077,-2447.968750,-514.331848
22,de_nuke,bL(*+*)K ^,T,6,DamageInfliged,4,1209.866821,-2443.314209,-415.968903
22,de_nuke,bL(*+*)K ^,T,6,DamageInfliged_targetposition,0,1467.829346,-2447.968750,-517.182007
22,de_nuke,bL(*+*)K ^,T,6,DamageInfliged_targetposition,1,1463.771362,-2447.968750,-514.476746
22,de_nuke,bL(*+*)K ^,T,6,DamageInfliged_targetposition,2,1463.554077,-2447.968750,-514.331848
22,de_nuke,bL(*+*)K ^,T,6,DamageInfliged_targetposition,3,1463.554077,-2447.968750,-514.331848
22,de_nuke,bL(*+*)K ^,T,6,DamageInfliged_targetposition,4,1209.866821,-2443.314209,-415.968903
22,de_nuke,bL(*+*)K ^,T,6,Kill,0,1463.554077,-2447.968750,-514.331848
22,de_nuke,bL(*+*)K ^,T,6,Kill,1,1209.866821,-2443.314209,-415.968903
22,de_nuke,bL(*+*)K ^,T,6,DamageReceived_target,0,907.318542,-1645.539795,-415.974731
22,de_nuke,bL(*+*)K ^,T,6,DamageReceived_target,1,907.360962,-1645.412354,-415.974731
22,de_nuke,bL(*+*)K ^,T,6,DamageReceived_target,2,907.897766,-1642.586548,-415.974731
22,de_nuke,bL(*+*)K ^,T,6,DamageReceived_origin,0,622.488403,-1549.778442,-415.968750
22,de_nuke,bL(*+*)K ^,T,6,DamageReceived_origin,1,619.060547,-1554.753052,-415.968750
22,de_nuke,bL(*+*)K ^,T,6,DamageReceived_origin,2,618.888367,-1554.412842,-415.968750
22,de_nuke,bL(*+*)K ^,T,6,Death,0,907.897766,-1642.586548,-415.974731
22,de_nuke,bL(*+*)K ^,T,7,DamageReceived_target,0,336.031250,-756.837219,-391.968750
22,de_nuke,bL(*+*)K ^,T,7,DamageReceived_origin,0,422.106018,-756.832947,-391.968750
22,de_nuke,bL(*+*)K ^,T,7,Death,0,336.031250,-756.837219,-391.968750
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_target,0,771.565125,-1927.303711,-415.969116
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_target,1,773.613708,-1925.073242,-415.969116
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_target,2,774.257568,-1924.415161,-415.969116
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_target,3,776.207642,-1922.417480,-415.969116
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_target,4,778.135254,-1920.375000,-415.969116
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_target,5,776.311829,-1906.405273,-407.968750
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_target,6,776.971252,-1900.340454,-407.968750
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_target,7,786.656006,-1869.695923,-407.968750
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_origin,0,1379.489258,-2440.929199,-458.288635
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_origin,1,1379.767700,-2445.198975,-458.474274
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_origin,2,1380.413330,-2445.845215,-458.904663
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_origin,3,1382.045532,-2444.750732,-459.992798
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_origin,4,1382.045532,-2444.750732,-459.992798
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_origin,5,1382.045532,-2444.750732,-459.992798
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_origin,6,1382.045532,-2444.750732,-459.992798
22,de_nuke,bL(*+*)K ^,T,1,DamageReceived_origin,7,1408.433594,-2447.968750,-477.584839
22,de_nuke,bL(*+*)K ^,T,1,Death,0,786.656006,-1869.695923,-407.968750
22,de_nuke,bL(*+*)K ^,T,2,DamageReceived_target,0,363.757446,-1216.711914,-415.968750
22,de_nuke,bL(*+*)K ^,T,2,DamageReceived_target,1,355.093048,-1228.731812,-415.968750
22,de_nuke,bL(*+*)K ^,T,2,DamageReceived_target,2,351.115540,-1232.802368,-415.968750
22,de_nuke,bL(*+*)K ^,T,2,DamageReceived_target,3,352.455322,-1231.147461,-415.968750
22,de_nuke,bL(*+*)K ^,T,2,DamageReceived_origin,0,705.634460,-1527.588623,-415.968842
22,de_nuke,bL(*+*)K ^,T,2,DamageReceived_origin,1,705.422058,-1527.905518,-415.968842
22,de_nuke,bL(*+*)K ^,T,2,DamageReceived_origin,2,705.816528,-1527.495850,-415.968842
22,de_nuke,bL(*+*)K ^,T,2,DamageReceived_origin,3,705.222534,-1528.136353,-415.968842
22,de_nuke,bL(*+*)K ^,T,2,DamageInfliged,0,351.115540,-1232.802368,-415.968750
22,de_nuke,bL(*+*)K ^,T,2,DamageInfliged_targetposition,0,351.115540,-1232.802368,-415.968750
22,de_nuke,bL(*+*)K ^,T,2,Death,0,352.455322,-1231.147461,-415.968750
22,de_nuke,bL(*+*)K ^,T,3,DamageInfliged,0,679.618347,-595.130798,-412.337372
22,de_nuke,bL(*+*)K ^,T,3,DamageInfliged,1,674.437195,-587.927551,-415.968750
22,de_nuke,bL(*+*)K ^,T,3,DamageInfliged,2,672.930237,-585.836487,-415.968750
22,de_nuke,bL(*+*)K ^,T,3,DamageInfliged_targetposition,0,679.618347,-595.130798,-412.337372
22,de_nuke,bL(*+*)K ^,T,3,DamageInfliged_targetposition,1,674.437195,-587.927551,-415.968750
22,de_nuke,bL(*+*)K ^,T,3,DamageInfliged_targetposition,2,672.930237,-585.836487,-415.968750
22,de_nuke,bL(*+*)K ^,T,3,Kill,0,672.930237,-585.836487,-415.968750
22,de_nuke,bL(*+*)K ^,T,3,DamageReceived_target,0,393.479462,-629.456055,-415.968750
22,de_nuke,bL(*+*)K ^,T,3,DamageReceived_target,1,390.377960,-622.442261,-415.968750
22,de_nuke,bL(*+*)K ^,T,3,DamageReceived_target,2,388.485962,-616.385010,-415.968750
22,de_nuke,bL(*+*)K ^,T,3,DamageReceived_target,3,387.881836,-613.953674,-415.968750
22,de_nuke,bL(*+*)K ^,T,3,DamageReceived_origin,0,1090.245728,-389.258057,-127.968750
22,de_nuke,bL(*+*)K ^,T,3,DamageReceived_origin,1,1089.849609,-383.142731,-127.968750
22,de_nuke,bL(*+*)K ^,T,3,DamageReceived_origin,2,1091.927734,-388.129303,-127.968750
22,de_nuke,bL(*+*)K ^,T,3,DamageReceived_origin,3,1092.630859,-389.888214,-127.968750
22,de_nuke,bL(*+*)K ^,T,3,Death,0,387.881836,-613.953674,-415.968750
22,de_nuke,bL(*+*)K ^,CT,8,DamageReceived_origin,0,150.111771,-178.800186,-415.968750
22,de_nuke,bL(*+*)K ^,CT,8,DamageReceived_origin,1,150.118576,-179.000229,-415.968750
22,de_nuke,bL(*+*)K ^,CT,8,Death,0,533.026001,595.481689,-478.968750
22,de_nuke,bL(*+*)K ^,CT,8,DamageReceived_target,0,531.949524,595.996948,-478.968750
22,de_nuke,bL(*+*)K ^,CT,8,DamageReceived_target,1,533.026001,595.481689,-478.968750
22,de_nuke,bL(*+*)K ^,CT,9,DamageReceived_target,0,590.681274,9.123804,-415.968750
22,de_nuke,bL(*+*)K ^,CT,9,DamageReceived_target,1,585.698120,5.079350,-415.968750
22,de_nuke,bL(*+*)K ^,CT,9,DamageReceived_target,2,584.101807,-0.412052,-415.968750
22,de_nuke,bL(*+*)K ^,CT,9,DamageReceived_target,3,582.937744,-7.373963,-415.968750
22,de_nuke,bL(*+*)K ^,CT,9,DamageReceived_origin,0,76.509567,25.004028,-415.968750
22,de_nuke,bL(*+*)K ^,CT,9,DamageReceived_origin,1,76.413483,30.952721,-415.968750
22,de_nuke,bL(*+*)K ^,CT,9,DamageReceived_origin,2,76.394066,32.155304,-415.968750
22,de_nuke,bL(*+*)K ^,CT,9,DamageReceived_origin,3,76.394066,32.155304,-415.968750
22,de_nuke,bL(*+*)K ^,CT,9,Death,0,582.937744,-7.373963,-415.968750
22,de_nuke,Golgotho,CT,6,Death,0,1340.313232,-424.747284,-127.968750
22,de_nuke,Golgotho,CT,6,DamageReceived_target,0,1340.313232,-424.747284,-127.968750
22,de_nuke,Golgotho,CT,6,DamageReceived_origin,0,1209.866821,-2443.314209,-415.968903
22,de_nuke,Golgotho,CT,7,DamageReceived_origin,0,1111.755615,41.684494,-415.968750
22,de_nuke,Golgotho,CT,7,DamageReceived_origin,1,1111.755615,41.684494,-415.968750
22,de_nuke,Golgotho,CT,7,DamageReceived_origin,2,1111.755615,41.684494,-415.968750
22,de_nuke,Golgotho,CT,7,DamageReceived_origin,3,1111.755615,41.684494,-415.968750
22,de_nuke,Golgotho,CT,7,Death,0,397.654877,162.182465,-415.968750
22,de_nuke,Golgotho,CT,7,DamageInfliged,0,690.693420,851.653931,-479.968750
22,de_nuke,Golgotho,CT,7,DamageInfliged_targetposition,0,690.693420,851.653931,-479.968750
22,de_nuke,Golgotho,CT,7,Kill,0,690.693420,851.653931,-479.968750
22,de_nuke,Golgotho,CT,7,DamageReceived_target,0,406.216980,158.332001,-415.968750
22,de_nuke,Golgotho,CT,7,DamageReceived_target,1,406.429688,153.255493,-415.968750
22,de_nuke,Golgotho,CT,7,DamageReceived_target,2,403.805389,154.734756,-415.968750
22,de_nuke,Golgotho,CT,7,DamageReceived_target,3,397.654877,162.182465,-415.968750
22,de_nuke,Golgotho,CT,2,DamageReceived_origin,0,852.516663,-935.418640,-767.968750
22,de_nuke,Golgotho,CT,2,DamageReceived_origin,1,848.181580,-935.389832,-767.968750
22,de_nuke,Golgotho,CT,2,DamageReceived_origin,2,848.181580,-935.389832,-767.968750
22,de_nuke,Golgotho,CT,2,DamageReceived_origin,3,867.626892,-933.542847,-767.968750
22,de_nuke,Golgotho,CT,2,DamageReceived_origin,4,746.189758,-1331.124878,-766.968750
22,de_nuke,Golgotho,CT,2,Death,0,818.039551,65.734451,-639.968750
22,de_nuke,Golgotho,CT,2,DamageInfliged,0,859.856628,-110.077888,-639.968750
22,de_nuke,Golgotho,CT,2,DamageInfliged,1,771.993347,-139.962448,-639.968750
22,de_nuke,Golgotho,CT,2,DamageInfliged_targetposition,0,859.856628,-110.077888,-639.968750
22,de_nuke,Golgotho,CT,2,DamageInfliged_targetposition,1,771.993347,-139.962448,-639.968750
22,de_nuke,Golgotho,CT,2,Kill,0,859.856628,-110.077888,-639.968750
22,de_nuke,Golgotho,CT,2,Kill,1,771.993347,-139.962448,-639.968750
22,de_nuke,Golgotho,CT,2,DamageReceived_target,0,833.036133,-125.052094,-639.968750
22,de_nuke,Golgotho,CT,2,DamageReceived_target,1,819.690857,-129.540009,-639.968750
22,de_nuke,Golgotho,CT,2,DamageReceived_target,2,801.004150,-130.287201,-639.968750
22,de_nuke,Golgotho,CT,2,DamageReceived_target,3,771.993347,-139.962448,-639.968750
22,de_nuke,Golgotho,CT,2,DamageReceived_target,4,818.039551,65.734451,-639.968750
22,de_nuke,Golgotho,CT,3,DamageReceived_origin,0,47.987976,-461.157013,-415.968750
22,de_nuke,Golgotho,CT,3,Death,0,562.662231,657.458435,-479.968750
22,de_nuke,Golgotho,CT,3,DamageReceived_target,0,562.662231,657.458435,-479.968750
22,de_nuke,Golgotho,CT,4,Kill,0,1160.501709,11.018415,-415.969086
22,de_nuke,Golgotho,CT,4,DamageInfliged,0,1160.501709,11.018415,-415.969086
22,de_nuke,Golgotho,CT,4,DamageInfliged_targetposition,0,1160.501709,11.018415,-415.969086
22,de_nuke,Golgotho,T,8,DamageReceived_target,0,1320.424072,-374.356323,-127.968750
22,de_nuke,Golgotho,T,8,DamageReceived_origin,0,1218.056763,-344.910065,-127.968750
22,de_nuke,Golgotho,T,8,DamageInfliged,0,150.111771,-178.800186,-415.968750
22,de_nuke,Golgotho,T,8,DamageInfliged,1,150.118576,-179.000229,-415.968750
22,de_nuke,Golgotho,T,8,DamageInfliged,2,959.099915,-556.510193,-127.968750
22,de_nuke,Golgotho,T,8,DamageInfliged,3,1317.692993,-375.290192,-127.968750
22,de_nuke,Golgotho,T,8,DamageInfliged,4,1315.142090,-390.449524,-127.968750
22,de_nuke,Golgotho,T,8,DamageInfliged_targetposition,0,150.111771,-178.800186,-415.968750
22,de_nuke,Golgotho,T,8,DamageInfliged_targetposition,1,150.118576,-179.000229,-415.968750
22,de_nuke,Golgotho,T,8,DamageInfliged_targetposition,2,959.099915,-556.510193,-127.968750
22,de_nuke,Golgotho,T,8,DamageInfliged_targetposition,3,1317.692993,-375.290192,-127.968750
22,de_nuke,Golgotho,T,8,DamageInfliged_targetposition,4,1315.142090,-390.449524,-127.968750
22,de_nuke,Golgotho,T,8,Kill,0,150.118576,-179.000229,-415.968750
22,de_nuke,Golgotho,T,8,Kill,1,1315.142090,-390.449524,-127.968750
22,de_nuke,Golgotho,T,9,DamageInfliged,0,76.509567,25.004028,-415.968750
22,de_nuke,Golgotho,T,9,DamageInfliged,1,76.413483,30.952721,-415.968750
22,de_nuke,Golgotho,T,9,DamageInfliged,2,76.394066,32.155304,-415.968750
22,de_nuke,Golgotho,T,9,DamageInfliged,3,76.394066,32.155304,-415.968750
22,de_nuke,Golgotho,T,9,DamageInfliged_targetposition,0,76.509567,25.004028,-415.968750
22,de_nuke,Golgotho,T,9,DamageInfliged_targetposition,1,76.413483,30.952721,-415.968750
22,de_nuke,Golgotho,T,9,DamageInfliged_targetposition,2,76.394066,32.155304,-415.968750
22,de_nuke,Golgotho,T,9,DamageInfliged_targetposition,3,76.394066,32.155304,-415.968750
22,de_nuke,Golgotho,T,9,Kill,0,76.394066,32.155304,-415.968750
22,de_nuke,Pix,CT,1,DamageInfliged,0,1845.406494,-1610.597412,-415.968994
22,de_nuke,Pix,CT,1,DamageInfliged,1,1877.202881,-1569.789917,-415.968994
22,de_nuke,Pix,CT,1,DamageInfliged,2,1871.626953,-1578.308228,-415.968994
22,de_nuke,Pix,CT,1,DamageInfliged,3,1858.199829,-1575.370361,-415.968994
22,de_nuke,Pix,CT,1,DamageInfliged_targetposition,0,1845.406494,-1610.597412,-415.968994
22,de_nuke,Pix,CT,1,DamageInfliged_targetposition,1,1877.202881,-1569.789917,-415.968994
22,de_nuke,Pix,CT,1,DamageInfliged_targetposition,2,1871.626953,-1578.308228,-415.968994
22,de_nuke,Pix,CT,1,DamageInfliged_targetposition,3,1858.199829,-1575.370361,-415.968994
22,de_nuke,Pix,CT,1,Kill,0,1845.406494,-1610.597412,-415.968994
22,de_nuke,Pix,CT,1,DamageReceived_target,0,1759.671875,-1659.646973,-415.968994
22,de_nuke,Pix,CT,1,DamageReceived_target,1,1875.140625,-1532.248169,-415.968842
22,de_nuke,Pix,CT,1,DamageReceived_target,2,1874.639404,-1525.168457,-415.968842
22,de_nuke,Pix,CT,1,DamageReceived_target,3,1875.674316,-1541.604370,-415.968842
22,de_nuke,Pix,CT,1,DamageReceived_target,4,1875.808594,-1553.287964,-415.968842
22,de_nuke,Pix,CT,1,DamageReceived_origin,0,-4.586872,-1519.137939,-31.422749
22,de_nuke,Pix,CT,1,DamageReceived_origin,1,130.401169,-1635.727783,-19.968735
22,de_nuke,Pix,CT,1,DamageReceived_origin,2,130.322403,-1635.667603,-19.968735
22,de_nuke,Pix,CT,1,DamageReceived_origin,3,126.783104,-1572.920288,-19.968735
22,de_nuke,Pix,CT,1,DamageReceived_origin,4,128.839233,-1645.616577,-19.968735
22,de_nuke,Pix,CT,1,Death,0,1875.808594,-1553.287964,-415.968842
22,de_nuke,Pix,CT,3,DamageReceived_target,0,1853.577271,-1541.267090,-415.968872
22,de_nuke,Pix,CT,3,DamageReceived_target,1,990.815308,-331.523895,-127.968750
22,de_nuke,Pix,CT,3,DamageReceived_target,2,985.687012,-327.434357,-127.968750
22,de_nuke,Pix,CT,3,DamageReceived_target,3,984.450378,-326.925110,-127.968750
22,de_nuke,Pix,CT,3,DamageReceived_origin,0,59.466156,-1617.655396,-19.968712
22,de_nuke,Pix,CT,3,DamageReceived_origin,1,679.618347,-595.130798,-412.337372
22,de_nuke,Pix,CT,3,DamageReceived_origin,2,674.437195,-587.927551,-415.968750
22,de_nuke,Pix,CT,3,DamageReceived_origin,3,672.930237,-585.836487,-415.968750
22,de_nuke,Pix,CT,3,Death,0,984.450378,-326.925110,-127.968750
22,de_nuke,Pix,CT,3,DamageInfliged,0,1747.085815,-1564.659302,-415.968933
22,de_nuke,Pix,CT,3,DamageInfliged,1,1854.507080,-1768.241333,-415.968964
22,de_nuke,Pix,CT,3,DamageInfliged,2,1851.504883,-1492.494629,-416.048523
22,de_nuke,Pix,CT,3,DamageInfliged_targetposition,0,1747.085815,-1564.659302,-415.968933
22,de_nuke,Pix,CT,3,DamageInfliged_targetposition,1,1854.507080,-1768.241333,-415.968964
22,de_nuke,Pix,CT,3,DamageInfliged_targetposition,2,1851.504883,-1492.494629,-416.048523
22,de_nuke,Pix,CT,3,Kill,0,1854.507080,-1768.241333,-415.968964
22,de_nuke,Pix,CT,4,DamageReceived_target,0,1914.998535,-1269.625488,-416.052094
22,de_nuke,Pix,CT,4,DamageReceived_target,1,1914.226196,-1269.881348,-416.042908
22,de_nuke,Pix,CT,4,DamageReceived_origin,0,1832.451294,-1699.256714,-415.968750
22,de_nuke,Pix,CT,4,DamageReceived_origin,1,1858.906372,-1703.172363,-415.968750
22,de_nuke,Pix,CT,4,Death,0,1914.226196,-1269.881348,-416.042908
22,de_nuke,Pix,CT,4,DamageInfliged,0,1814.321655,-1556.884277,-415.968964
22,de_nuke,Pix,CT,4,DamageInfliged_targetposition,0,1814.321655,-1556.884277,-415.968964
22,de_nuke,Pix,CT,4,Kill,0,1814.321655,-1556.884277,-415.968964
22,de_nuke,Pix,CT,6,Death,0,1240.246704,-2401.585449,-415.968872
22,de_nuke,Pix,CT,6,DamageReceived_target,0,1234.946777,-2387.542480,-415.968872
22,de_nuke,Pix,CT,6,DamageReceived_target,1,1236.882568,-2393.167480,-415.968872
22,de_nuke,Pix,CT,6,DamageReceived_target,2,1238.774048,-2396.340332,-415.968872
22,de_nuke,Pix,CT,6,DamageReceived_target,3,1240.246704,-2401.585449,-415.968872
22,de_nuke,Pix,CT,6,DamageReceived_origin,0,1467.829346,-2447.968750,-517.182007
22,de_nuke,Pix,CT,6,DamageReceived_origin,1,1463.771362,-2447.968750,-514.476746
22,de_nuke,Pix,CT,6,DamageReceived_origin,2,1463.554077,-2447.968750,-514.331848
22,de_nuke,Pix,CT,6,DamageReceived_origin,3,1463.554077,-2447.968750,-514.331848
22,de_nuke,Pix,CT,7,DamageReceived_target,0,1789.482910,-1572.111816,-415.968964
22,de_nuke,Pix,CT,7,DamageReceived_target,1,1789.457275,-1567.713257,-415.968964
22,de_nuke,Pix,CT,7,DamageReceived_target,2,1789.516602,-1571.580566,-415.968964
22,de_nuke,Pix,CT,7,DamageReceived_target,3,1789.625122,-1576.800659,-415.968964
22,de_nuke,Pix,CT,7,DamageReceived_target,4,1181.108276,-989.166321,-415.969147
22,de_nuke,Pix,CT,7,DamageReceived_origin,0,150.717056,-1671.119019,-19.968740
22,de_nuke,Pix,CT,7,DamageReceived_origin,1,148.280090,-1597.357544,-19.968740
22,de_nuke,Pix,CT,7,DamageReceived_origin,2,148.242157,-1593.332275,-19.968740
22,de_nuke,Pix,CT,7,DamageReceived_origin,3,148.263229,-1594.748779,-19.968740
22,de_nuke,Pix,CT,7,DamageReceived_origin,4,1172.908813,-2237.097168,-407.968750
22,de_nuke,Pix,CT,7,Death,0,1181.108276,-989.166321,-415.969147
22,de_nuke,Pix,T,8,Kill,0,1092.520630,-651.199402,-639.968750
22,de_nuke,Pix,T,8,DamageInfliged,0,1092.520630,-651.199402,-639.968750
22,de_nuke,Pix,T,8,DamageInfliged_targetposition,0,1092.520630,-651.199402,-639.968750
22,de_nuke,Pix,T,9,DamageInfliged,0,-59.558033,-1300.206787,-415.970642
22,de_nuke,Pix,T,9,DamageInfliged,1,-63.887878,-1295.776733,-415.970642
22,de_nuke,Pix,T,9,DamageInfliged_targetposition,0,-59.558033,-1300.206787,-415.970642
22,de_nuke,Pix,T,9,DamageInfliged_targetposition,1,-63.887878,-1295.776733,-415.970642
22,de_nuke,Pix,T,9,Kill,0,-63.887878,-1295.776733,-415.970642
22,de_nuke,Pix,T,9,DamageReceived_target,0,-52.705154,-1230.065918,-415.970642
22,de_nuke,Pix,T,9,DamageReceived_target,1,-52.705154,-1230.065918,-415.970642
22,de_nuke,Pix,T,9,DamageReceived_target,2,-52.705154,-1230.065918,-415.970642
22,de_nuke,Pix,T,9,DamageReceived_target,3,-52.705154,-1230.065918,-415.970642
22,de_nuke,Pix,T,9,DamageReceived_target,4,-52.705154,-1230.065918,-415.970642
22,de_nuke,Pix,T,9,DamageReceived_target,5,-52.705154,-1230.065918,-415.970642
22,de_nuke,Pix,T,9,DamageReceived_origin,0,71.567612,-990.833984,-415.968750
22,de_nuke,Pix,T,9,DamageReceived_origin,1,71.567612,-990.833984,-415.968750
22,de_nuke,Pix,T,9,DamageReceived_origin,2,71.567612,-990.833984,-415.968750
22,de_nuke,Pix,T,9,DamageReceived_origin,3,71.567612,-990.833984,-415.968750
22,de_nuke,Pix,T,9,DamageReceived_origin,4,71.567612,-990.833984,-415.968750
22,de_nuke,Pix,T,9,DamageReceived_origin,5,71.567612,-990.833984,-415.968750
22,de_nuke,Pix,T,9,Death,0,-52.705154,-1230.065918,-415.970642
22,de_nuke,sk0rp,T,7,DamageReceived_target,0,8.135337,-459.647461,-415.968750
22,de_nuke,sk0rp,T,7,DamageReceived_origin,0,690.693420,851.653931,-479.968750
22,de_nuke,sk0rp,T,7,Death,0,8.135337,-459.647461,-415.968750
22,de_nuke,sk0rp,T,1,DamageReceived_target,0,1446.241577,-1939.203979,-639.968750
22,de_nuke,sk0rp,T,1,DamageReceived_target,1,1447.977295,-1940.055054,-639.968750
22,de_nuke,sk0rp,T,1,DamageReceived_target,2,1449.613647,-1940.914429,-639.968750
22,de_nuke,sk0rp,T,1,DamageReceived_target,3,1451.458618,-1941.773560,-639.968750
22,de_nuke,sk0rp,T,1,DamageReceived_target,4,1443.275391,-1947.426025,-639.968750
22,de_nuke,sk0rp,T,1,DamageReceived_target,5,1433.763550,-1951.991943,-639.968750
22,de_nuke,sk0rp,T,1,DamageReceived_target,6,1430.346069,-1953.461914,-639.968750
22,de_nuke,sk0rp,T,1,DamageReceived_origin,0,1582.766235,-2222.418945,-638.349670
22,de_nuke,sk0rp,T,1,DamageReceived_origin,1,1582.479126,-2222.565430,-638.252136
22,de_nuke,sk0rp,T,1,DamageReceived_origin,2,1578.078857,-2224.769775,-636.782410
22,de_nuke,sk0rp,T,1,DamageReceived_origin,3,1571.222046,-2228.059326,-634.589478
22,de_nuke,sk0rp,T,1,DamageReceived_origin,4,1546.116211,-2239.394287,-627.032776
22,de_nuke,sk0rp,T,1,DamageReceived_origin,5,1558.463623,-2235.809082,-629.422974
22,de_nuke,sk0rp,T,1,DamageReceived_origin,6,1567.966675,-2232.770020,-631.448975
22,de_nuke,sk0rp,T,1,Death,0,1430.346069,-1953.461914,-639.968750
22,de_nuke,sk0rp,T,2,DamageReceived_origin,0,811.631165,-1619.474854,-415.968842
22,de_nuke,sk0rp,T,2,DamageReceived_origin,1,792.201050,-1641.164551,-415.968842
22,de_nuke,sk0rp,T,2,DamageReceived_origin,2,793.128174,-1640.015015,-415.968842
22,de_nuke,sk0rp,T,2,DamageReceived_origin,3,794.335632,-1638.510254,-415.968842
22,de_nuke,sk0rp,T,2,DamageReceived_origin,4,771.993347,-139.962448,-639.968750
22,de_nuke,sk0rp,T,2,DamageInfliged,0,391.380371,-1338.877197,-415.968750
22,de_nuke,sk0rp,T,2,DamageInfliged,1,852.516663,-935.418640,-767.968750
22,de_nuke,sk0rp,T,2,DamageInfliged,2,848.181580,-935.389832,-767.968750
22,de_nuke,sk0rp,T,2,DamageInfliged,3,848.181580,-935.389832,-767.968750
22,de_nuke,sk0rp,T,2,DamageInfliged,4,867.626892,-933.542847,-767.968750
22,de_nuke,sk0rp,T,2,DamageInfliged_targetposition,0,391.380371,-1338.877197,-415.968750
22,de_nuke,sk0rp,T,2,DamageInfliged_targetposition,1,852.516663,-935.418640,-767.968750
22,de_nuke,sk0rp,T,2,DamageInfliged_targetposition,2,848.181580,-935.389832,-767.968750
22,de_nuke,sk0rp,T,2,DamageInfliged_targetposition,3,848.181580,-935.389832,-767.968750
22,de_nuke,sk0rp,T,2,DamageInfliged_targetposition,4,867.626892,-933.542847,-767.968750
22,de_nuke,sk0rp,T,2,Death,0,882.543823,-938.138245,-767.968750
22,de_nuke,sk0rp,T,2,DamageReceived_target,0,385.243225,-1307.514648,-415.968750
22,de_nuke,sk0rp,T,2,DamageReceived_target,1,391.477631,-1360.956543,-415.968750
22,de_nuke,sk0rp,T,2,DamageReceived_target,2,388.834808,-1367.186646,-415.968750
22,de_nuke,sk0rp,T,2,DamageReceived_target,3,388.485687,-1372.435181,-415.968750
22,de_nuke,sk0rp,T,2,DamageReceived_target,4,882.543823,-938.138245,-767.968750
22,de_nuke,sk0rp,T,3,DamageInfliged,0,47.987976,-461.157013,-415.968750
22,de_nuke,sk0rp,T,3,DamageInfliged,1,755.766235,-528.185242,-405.233459
22,de_nuke,sk0rp,T,3,DamageInfliged,2,755.187866,-485.658264,-415.968750
22,de_nuke,sk0rp,T,3,DamageInfliged_targetposition,0,47.987976,-461.157013,-415.968750
22,de_nuke,sk0rp,T,3,DamageInfliged_targetposition,1,755.766235,-528.185242,-405.233459
