Game_number,Pseudo,Team,Round_number,Type,X,Y,Z
1,Pix,CT,4,DamageInfliged_target0,1385.173096,-494.889496,-415.969116
1,Pix,CT,4,DamageReceived_target0,1762.128052,-1758.954224,-415.968964
1,Pix,CT,4,DamageReceived_origin0,174.125443,-2077.319092,-415.968750
1,Pix,CT,4,DamageInfliged_origin1,1763.211914,-1764.720825,-415.968964
1,Pix,CT,4,DamageInfliged_origin2,1763.518799,-1766.283691,-415.968964
1,Pix,CT,4,DamageInfliged_origin0,1657.333252,-1119.762939,-365.332703
1,Pix,CT,4,DamageInfliged_target1,172.663651,-2070.200684,-415.968750
1,Pix,CT,4,DamageInfliged_target2,173.683426,-2075.157959,-415.968750
1,Pix,CT,4,Death,1762.128052,-1758.954224,-415.968964
1,Pix,CT,8,DamageInfliged_target0,-107.300751,-2004.546753,-415.968750
1,Pix,CT,8,DamageReceived_target0,1817.242188,-1752.110596,-415.968994
1,Pix,CT,8,DamageReceived_origin0,66.418320,-1940.625977,-415.968750
1,Pix,CT,8,Death,1817.242188,-1752.110596,-415.968994
1,Pix,CT,8,DamageInfliged_origin0,1683.201294,-1576.014893,-407.968750
1,Pix,CT,3,DamageInfliged_target3,-115.487144,-2125.399658,-415.969971
1,Pix,CT,3,DamageInfliged_origin6,1198.299194,-2088.674072,-407.968750
1,Pix,CT,3,DamageInfliged_origin11,572.012146,-2388.559082,-415.974152
1,Pix,CT,3,DamageInfliged_target1,35.718124,-2093.706299,-415.968750
1,Pix,CT,3,Kill_0,1841.071655,-1741.831299,-415.968964
1,Pix,CT,3,DamageInfliged_target2,108.506744,-2084.231689,-415.969971
1,Pix,CT,3,DamageInfliged_origin3,1754.377930,-1974.947388,-415.968964
1,Pix,CT,3,DamageReceived_target0,1199.130737,-2087.263184,-407.968750
1,Pix,CT,3,DamageInfliged_target8,633.163025,-1740.301758,-235.814117
1,Pix,CT,3,Kill_1,1754.523315,-1976.843384,-415.968964
1,Pix,CT,3,DamageInfliged_target0,81.802528,-2101.040527,-415.968750
1,Pix,CT,3,DamageInfliged_target4,-116.354881,-2116.588379,-415.969971
1,Pix,CT,3,DamageInfliged_origin1,1841.071655,-1741.831299,-415.968964
1,Pix,CT,3,Kill_2,1200.416870,-2085.081055,-407.968750
1,Pix,CT,3,DamageInfliged_origin10,578.251099,-2389.240479,-415.974152
1,Pix,CT,3,DamageInfliged_target11,-59.495655,-2036.479004,-415.968750
1,Pix,CT,3,DamageInfliged_target9,-59.303535,-2036.151123,-415.968750
1,Pix,CT,3,DamageInfliged_origin2,1722.691162,-1818.431274,-415.968964
1,Pix,CT,3,DamageInfliged_origin4,1754.523315,-1976.843384,-415.968964
1,Pix,CT,3,DamageInfliged_target5,630.228149,-1745.189331,-233.370346
1,Pix,CT,3,DamageInfliged_target6,630.509216,-1744.589966,-233.670013
1,Pix,CT,3,DamageInfliged_target7,630.908447,-1743.937988,-233.996048
1,Pix,CT,3,DamageInfliged_origin8,1200.416870,-2085.081055,-407.968750
1,Pix,CT,3,DamageInfliged_origin9,587.499756,-2390.250488,-415.974152
1,Pix,CT,3,DamageInfliged_target10,-59.303535,-2036.151123,-415.968750
1,Pix,CT,3,DamageInfliged_origin0,1745.056274,-1565.215332,-415.968933
1,Pix,CT,3,DamageReceived_origin0,630.509216,-1744.589966,-233.670013
1,Pix,CT,3,DamageInfliged_origin5,1196.936157,-2090.906982,-407.968750
1,Pix,CT,3,DamageInfliged_origin7,1200.175049,-2085.491211,-407.968750
1,Pix,CT,3,Kill_3,572.012146,-2388.559082,-415.974152
1,Pix,CT,6,DamageReceived_target0,623.934692,-1536.129517,-415.968781
1,Pix,CT,6,DamageReceived_origin0,506.672974,-748.595337,-399.968750
1,Pix,CT,6,DamageInfliged_origin0,874.700439,-1637.704712,-415.968781
1,Pix,CT,6,DamageInfliged_target0,190.073196,-1224.159546,-415.968750
1,Pix,CT,6,Kill_0,874.700439,-1637.704712,-415.968781
1,Pix,CT,6,Death,623.934692,-1536.129517,-415.968781
1,Pix,CT,9,Kill_0,1233.087280,-483.606445,-415.969147
1,Pix,CT,9,DamageReceived_target0,918.641907,40.463409,-415.969147
1,Pix,CT,9,DamageInfliged_origin1,918.641907,40.463409,-415.969147
1,Pix,CT,9,DamageInfliged_target1,837.526306,-104.685791,-415.968750
1,Pix,CT,9,Kill_2,442.846252,-41.483479,-639.968750
1,Pix,CT,9,DamageInfliged_origin0,1233.087280,-483.606445,-415.969147
1,Pix,CT,9,DamageReceived_origin0,838.251953,-105.222389,-415.968750
1,Pix,CT,9,Kill_1,918.641907,40.463409,-415.969147
1,Pix,CT,9,DamageInfliged_origin2,442.846252,-41.483479,-639.968750
1,Pix,CT,9,DamageInfliged_target2,754.229675,-1291.048584,-768.968750
1,Pix,CT,9,DamageInfliged_target0,774.643311,698.725891,-479.968750
1,Pix,CT,12,DamageInfliged_origin0,1581.513916,-1547.429443,-407.968750
1,Pix,CT,12,DamageInfliged_target0,1581.513916,-1547.429443,-407.968750
1,Pix,CT,12,DamageReceived_target0,1857.146362,-1386.704102,-416.757568
1,Pix,CT,12,DamageReceived_origin0,133.469864,-1726.962280,-19.968735
1,Pix,CT,12,Death,1857.146362,-1386.704102,-416.757568
1,Pix,CT,2,DamageInfliged_origin7,547.594604,-1338.042114,-415.968811
1,Pix,CT,2,DamageInfliged_origin2,1805.585571,-1588.220825,-415.968964
1,Pix,CT,2,DamageInfliged_target3,75.756279,-1544.841064,-21.270775
1,Pix,CT,2,DamageInfliged_origin4,1806.216675,-1582.506592,-415.968964
1,Pix,CT,2,Kill_1,1806.064453,-1588.709106,-415.968964
1,Pix,CT,2,DamageInfliged_origin6,542.392578,-1355.122070,-415.968811
1,Pix,CT,2,DamageInfliged_origin0,1715.301270,-1493.548950,-416.024567
1,Pix,CT,2,DamageInfliged_origin1,1715.186646,-1492.788574,-416.041840
1,Pix,CT,2,DamageInfliged_origin3,1806.343750,-1576.516724,-415.968964
1,Pix,CT,2,Kill_2,547.594604,-1338.042114,-415.968811
1,Pix,CT,2,DamageInfliged_target7,-70.160446,-1147.038086,-415.968750
1,Pix,CT,2,DamageReceived_origin0,-71.606239,-1147.754395,-415.968750
1,Pix,CT,2,DamageInfliged_target1,-0.462719,-1791.217163,-28.884638
1,Pix,CT,2,DamageInfliged_origin5,1806.064453,-1588.709106,-415.968964
1,Pix,CT,2,DamageInfliged_target5,76.859924,-1523.201172,-26.281235
1,Pix,CT,2,DamageInfliged_target6,-77.238953,-1165.359009,-415.968750
1,Pix,CT,2,DamageReceived_target0,550.217712,-1330.908691,-415.968811
1,Pix,CT,2,DamageInfliged_target0,0.599654,-1798.791992,-30.156164
1,Pix,CT,2,Kill_0,1715.186646,-1492.788574,-416.041840
1,Pix,CT,2,DamageInfliged_target2,76.249519,-1539.585693,-22.484489
1,Pix,CT,2,DamageInfliged_target4,75.738716,-1545.130615,-21.203905
1,Pix,CT,5,DamageInfliged_target0,65.605576,-2018.454712,-415.968750
1,Pix,CT,5,DamageInfliged_target1,-34.961037,-2051.635254,-415.968750
1,Pix,CT,5,DamageInfliged_target2,-112.939354,-2084.895264,-415.968750
1,Pix,CT,5,DamageInfliged_origin3,1249.573242,-1252.212891,-417.380768
1,Pix,CT,5,DamageInfliged_target3,1160.030884,-2441.876221,-401.856903
1,Pix,CT,5,DamageInfliged_origin0,1457.753906,-1373.756226,-417.225220
1,Pix,CT,5,DamageInfliged_origin1,1457.753906,-1373.756226,-417.225220
1,Pix,CT,5,DamageInfliged_origin2,1457.753906,-1373.756226,-417.225220
1,Pix,CT,5,Kill_0,1249.573242,-1252.212891,-417.380768
1,Pix,CT,11,DamageReceived_target0,1812.756348,-1791.803345,-415.968994
1,Pix,CT,11,DamageReceived_origin0,70.144470,-1944.929321,-415.968750
1,Pix,CT,11,Death,1812.756348,-1791.803345,-415.968994
1,Pix,CT,11,DamageInfliged_origin0,1712.963745,-1557.158936,-407.968750
1,Pix,CT,11,DamageInfliged_target0,144.857330,-2082.180420,-415.968750
1,Pix,CT,11,DamageInfliged_origin1,1712.963745,-1557.158936,-407.968750
1,Pix,CT,11,DamageInfliged_target1,69.607117,-1939.946777,-415.968750
1,Pix,CT,1,DamageInfliged_origin0,1781.155518,-1459.317749,-416.802582
1,Pix,CT,1,DamageInfliged_target0,1793.376221,-1530.110840,-388.653046
1,Pix,CT,1,DamageReceived_target0,238.695908,-1459.910889,-52.979115
1,Pix,CT,1,DamageReceived_origin0,-808.245911,-1156.404785,-413.968750
1,Pix,CT,1,Death,238.695908,-1459.910889,-52.979115
1,Pix,CT,7,DamageInfliged_origin0,1016.553467,-1904.252808,-415.968903
1,Pix,CT,7,DamageInfliged_target0,775.791382,-1717.707764,-415.968750
1,Pix,CT,7,DamageReceived_target0,602.503113,-1388.721069,-415.968781
1,Pix,CT,7,DamageReceived_origin0,690.775696,-797.152954,-399.968750
1,Pix,CT,7,DamageInfliged_origin1,1000.382935,-1847.167236,-415.968750
1,Pix,CT,7,DamageInfliged_target1,850.207520,-1607.581543,-415.968750
1,Pix,CT,7,Kill_0,1000.382935,-1847.167236,-415.968750
1,Pix,CT,7,Death,602.503113,-1388.721069,-415.968781
1,Pix,CT,13,DamageReceived_target0,1817.513672,-1735.664917,-415.968964
1,Pix,CT,13,DamageReceived_origin0,-96.395317,-2178.006592,-415.968750
1,Pix,CT,13,Death,1817.513672,-1735.664917,-415.968964
1,Pix,CT,14,DamageReceived_target0,1824.924194,-1755.858887,-415.973389
1,Pix,CT,14,DamageReceived_origin0,-88.483818,-2124.559082,-415.968750
1,Pix,CT,14,Death,1824.924194,-1755.858887,-415.973389
1,Pix,T,15,DamageReceived_target0,448.040588,-1451.968750,-431.203125
1,Pix,T,15,DamageReceived_origin0,971.168213,-583.422607,-127.968750
1,Pix,T,16,DamageInfliged_target0,901.769287,-2249.160889,-416.006348
1,Pix,T,16,DamageInfliged_target1,896.772522,-2252.207520,-416.006348
1,Pix,T,16,DamageReceived_target0,1294.938354,-1710.625977,-415.132294
1,Pix,T,16,DamageReceived_origin0,1482.296997,-1668.955933,-415.446594
1,Pix,T,16,Death,1294.938354,-1710.625977,-415.132294
1,Pix,T,16,DamageInfliged_origin0,175.434525,-1518.562622,-32.873840
1,Pix,T,16,DamageInfliged_origin1,175.997345,-1515.683228,-33.491146
1,Pix,T,16,DamageInfliged_origin2,1289.987671,-1712.214233,-414.969116
1,Pix,T,16,DamageInfliged_target2,1482.296997,-1668.955933,-415.446594
1,Pix,T,17,DamageReceived_target0,813.046692,-828.391785,-767.968750
1,Pix,T,17,DamageInfliged_target2,926.230774,-390.086090,-767.968750
1,Pix,T,17,DamageInfliged_origin3,679.277954,-904.349670,-771.968750
1,Pix,T,17,DamageInfliged_origin4,682.625916,-893.206909,-771.968750
1,Pix,T,17,DamageInfliged_target4,883.622009,-373.892670,-767.968750
1,Pix,T,17,DamageInfliged_origin0,287.175568,-1281.744751,-415.968750
1,Pix,T,17,DamageInfliged_target0,457.978882,-1176.606567,-250.468750
1,Pix,T,17,DamageInfliged_origin1,285.172668,-1278.285278,-415.968750
1,Pix,T,17,DamageInfliged_target3,897.464355,-375.848633,-767.968750
1,Pix,T,17,Death,813.046692,-828.391785,-767.968750
1,Pix,T,17,DamageInfliged_target1,456.504974,-1172.581787,-250.468750
1,Pix,T,17,DamageReceived_origin0,931.349304,-461.158630,-767.968750
1,Pix,T,17,DamageInfliged_origin2,679.358765,-905.191040,-771.968750
1,Pix,T,18,DamageReceived_origin0,1129.000000,-2245.775391,-415.728333
1,Pix,T,18,DamageInfliged_target0,1671.131958,-1583.968750,-407.968750
1,Pix,T,18,DamageInfliged_origin1,114.470001,-1550.891602,-20.393641
1,Pix,T,18,DamageInfliged_target1,1671.119995,-1583.968750,-407.968750
1,Pix,T,18,DamageInfliged_target2,1700.509888,-1567.686646,-407.968750
1,Pix,T,18,Death,487.366669,-1690.045654,-223.968750
1,Pix,T,18,DamageReceived_target0,487.366669,-1690.045654,-223.968750
1,Pix,T,18,DamageInfliged_origin0,114.013077,-1567.867065,-19.968729
1,Pix,T,18,DamageInfliged_origin2,118.129906,-1533.954468,-24.419710
1,Pix,T,18,Kill_0,118.129906,-1533.954468,-24.419710
1,Pix,T,18,DamageInfliged_origin3,480.475891,-1699.006592,-223.968750
1,Pix,T,18,DamageInfliged_target3,1151.968750,-2205.164551,-415.390961
1,Pix,T,19,DamageInfliged_origin0,861.263000,-247.253479,-639.968750
1,Pix,T,19,DamageInfliged_target0,392.866058,-1316.194946,-767.968750
1,Pix,T,19,Kill_0,861.263000,-247.253479,-639.968750
1,先輩SӘɳρaϊ先輩,T,1,DamageInfliged_origin0,1245.536743,-2342.948486,-415.968750
1,先輩SӘɳρaϊ先輩,T,1,DamageInfliged_target0,1118.833252,-2146.114990,-415.864227
1,先輩SӘɳρaϊ先輩,T,1,Kill_0,1245.536743,-2342.948486,-415.968750
1,先輩SӘɳρaϊ先輩,T,1,DamageReceived_target0,556.972778,-2317.810059,-415.979889
1,先輩SӘɳρaϊ先輩,T,1,DamageReceived_origin0,130.867599,-2078.567383,-415.968903
1,先輩SӘɳρaϊ先輩,T,1,Death,556.972778,-2317.810059,-415.979889
1,先輩SӘɳρaϊ先輩,T,2,Death,223.968750,-1356.347900,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_origin9,223.968750,-1356.941895,-342.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_origin3,8.020290,-1220.674561,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_origin7,151.589005,-1295.755493,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageReceived_origin0,177.409851,-1338.804199,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_target1,480.031219,-1331.800659,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_target5,633.952576,-1237.175537,-371.745300
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_origin1,-1.788821,-1236.453979,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_target3,480.671783,-1321.721924,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,Kill_2,223.968750,-1356.941895,-342.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_origin2,2.631829,-1230.931030,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_target8,203.414963,-1252.026978,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_origin0,-15.610372,-1232.357178,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_target2,480.210785,-1327.668457,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_origin6,178.864120,-1278.529419,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_target4,480.998688,-1317.928101,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_origin5,178.435364,-1273.812744,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_target10,340.773651,-1439.968750,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageReceived_target0,223.968750,-1356.347900,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_origin8,223.968750,-1356.941895,-342.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_target9,223.968750,-1359.103882,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_target6,655.284363,-1214.773193,-401.707153
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_target7,671.879333,-1149.166138,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,Kill_1,223.968750,-1356.941895,-342.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_origin10,223.968750,-1356.941895,-342.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_target0,484.122467,-1342.179688,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,DamageInfliged_origin4,9.496721,-1219.234253,-415.968750
1,先輩SӘɳρaϊ先輩,T,2,Kill_0,9.496721,-1219.234253,-415.968750
1,先輩SӘɳρaϊ先輩,T,6,Death,534.259766,-642.334351,-399.968750
1,先輩SӘɳρaϊ先輩,T,6,DamageInfliged_origin0,506.672974,-748.595337,-399.968750
1,先輩SӘɳρaϊ先輩,T,6,DamageInfliged_target0,623.934692,-1536.129517,-415.968781
1,先輩SӘɳρaϊ先輩,T,6,Kill_0,506.672974,-748.595337,-399.968750
1,先輩SӘɳρaϊ先輩,T,6,DamageReceived_target0,534.259766,-642.334351,-399.968750
1,先輩SӘɳρaϊ先輩,T,6,DamageReceived_origin0,1058.309082,-365.541626,-127.968750
1,先輩SӘɳρaϊ先輩,T,10,DamageReceived_origin0,440.221039,-1439.174683,-507.705597
1,先輩SӘɳρaϊ先輩,T,10,DamageInfliged_origin2,450.311676,-1421.824707,-431.051300
1,先輩SӘɳρaϊ先輩,T,10,DamageInfliged_target0,440.221039,-1436.865723,-500.767181
1,先輩SӘɳρaϊ先輩,T,10,DamageReceived_target0,449.862213,-1422.336548,-435.674347
1,先輩SӘɳρaϊ先輩,T,10,DamageInfliged_target1,440.221039,-1436.865723,-500.767181
1,先輩SӘɳρaϊ先輩,T,10,DamageInfliged_target2,440.221039,-1439.174683,-507.705597
1,先輩SӘɳρaϊ先輩,T,10,Death,449.862213,-1422.336548,-435.674347
1,先輩SӘɳρaϊ先輩,T,10,DamageInfliged_origin0,450.421570,-1418.822876,-415.968781
1,先輩SӘɳρaϊ先輩,T,10,DamageInfliged_origin1,450.505127,-1421.498047,-428.735931
1,先輩SӘɳρaϊ先輩,T,11,Death,1306.056274,-884.426331,-760.246643
1,先輩SӘɳρaϊ先輩,T,11,DamageReceived_target0,1306.056274,-884.426331,-760.246643
1,先輩SӘɳρaϊ先輩,T,11,DamageReceived_origin0,1392.451050,-589.851868,-639.968750
1,先輩SӘɳρaϊ先輩,T,11,DamageInfliged_origin0,1323.849731,-888.320435,-762.842773
1,先輩SӘɳρaϊ先輩,T,11,DamageInfliged_target0,1393.177979,-590.149170,-639.968750
1,先輩SӘɳρaϊ先輩,T,13,DamageInfliged_origin0,251.968750,-153.695206,-415.968750
1,先輩SӘɳρaϊ先輩,T,13,DamageInfliged_target1,483.506683,690.017456,-479.968750
1,先輩SӘɳρaϊ先輩,T,13,DamageInfliged_origin3,172.488922,-126.491570,-415.968750
1,先輩SӘɳρaϊ先輩,T,13,DamageReceived_origin0,673.464478,-175.468277,-415.969116
1,先輩SӘɳρaϊ先輩,T,13,DamageInfliged_target0,567.669006,657.983276,-479.968750
1,先輩SӘɳρaϊ先輩,T,13,DamageInfliged_origin1,230.495499,-149.280319,-415.968750
1,先輩SӘɳρaϊ先輩,T,13,DamageInfliged_origin2,172.422134,-126.426636,-415.968750
1,先輩SӘɳρaϊ先輩,T,13,DamageInfliged_target2,554.862488,627.521667,-479.687988
1,先輩SӘɳρaϊ先輩,T,13,DamageInfliged_target3,558.134827,625.738220,-479.178436
1,先輩SӘɳρaϊ先輩,T,13,Kill_0,172.488922,-126.491570,-415.968750
1,先輩SӘɳρaϊ先輩,T,13,DamageReceived_target0,251.968750,-161.108826,-415.968750
1,先輩SӘɳρaϊ先輩,T,3,DamageReceived_target0,633.163025,-1740.301758,-235.814117
1,先輩SӘɳρaϊ先輩,T,3,DamageReceived_origin0,1200.416870,-2085.081055,-407.968750
1,先輩SӘɳρaϊ先輩,T,3,DamageInfliged_origin1,630.509216,-1744.589966,-233.670013
1,先輩SӘɳρaϊ先輩,T,3,DamageInfliged_target1,1199.130737,-2087.263184,-407.968750
1,先輩SӘɳρaϊ先輩,T,3,Death,633.163025,-1740.301758,-235.814117
1,先輩SӘɳρaϊ先輩,T,3,DamageInfliged_origin0,622.187073,-1760.044678,-225.942673
1,先輩SӘɳρaϊ先輩,T,3,DamageInfliged_target0,1215.202393,-2057.600830,-407.968750
1,先輩SӘɳρaϊ先輩,T,5,DamageReceived_target0,-77.867500,-2005.549805,-415.968750
1,先輩SӘɳρaϊ先輩,T,5,DamageReceived_origin0,5.402317,-1836.412964,-38.088276
1,先輩SӘɳρaϊ先輩,T,5,Death,-77.867500,-2005.549805,-415.968750
1,先輩SӘɳρaϊ先輩,T,4,DamageReceived_target0,464.119049,-2221.859131,-416.543304
1,先輩SӘɳρaϊ先輩,T,4,DamageReceived_origin0,822.648743,-1837.523315,-407.968750
1,先輩SӘɳρaϊ先輩,T,4,Death,464.119049,-2221.859131,-416.543304
1,先輩SӘɳρaϊ先輩,T,9,DamageInfliged_target2,664.673645,-184.810837,-415.969116
1,先輩SӘɳρaϊ先輩,T,9,Death,444.250427,205.102310,-383.968750
1,先輩SӘɳρaϊ先輩,T,9,DamageInfliged_origin0,448.235046,207.577957,-383.968750
1,先輩SӘɳρaϊ先輩,T,9,DamageReceived_origin0,664.673645,-184.810837,-415.969116
1,先輩SӘɳρaϊ先輩,T,9,DamageInfliged_target0,664.673645,-184.810837,-415.969116
1,先輩SӘɳρaϊ先輩,T,9,DamageInfliged_origin1,448.114838,207.239410,-383.968750
1,先輩SӘɳρaϊ先輩,T,9,DamageInfliged_target1,664.673645,-184.810837,-415.969116
1,先輩SӘɳρaϊ先輩,T,9,DamageInfliged_origin2,447.192200,206.724335,-383.968750
1,先輩SӘɳρaϊ先輩,T,9,DamageReceived_target0,444.250427,205.102310,-383.968750
1,先輩SӘɳρaϊ先輩,T,12,DamageInfliged_target2,720.187866,-1723.685059,-415.968750
1,先輩SӘɳρaϊ先輩,T,12,DamageReceived_target0,638.714111,-1563.680664,-415.968750
1,先輩SӘɳρaϊ先輩,T,12,DamageReceived_origin0,850.877991,-291.753723,-127.968750
1,先輩SӘɳρaϊ先輩,T,12,DamageInfliged_origin1,476.113770,-1258.134644,-415.968750
1,先輩SӘɳρaϊ先輩,T,12,DamageInfliged_target1,705.222412,-1731.675415,-415.968750
1,先輩SӘɳρaϊ先輩,T,12,Death,638.714111,-1563.680664,-415.968750
1,先輩SӘɳρaϊ先輩,T,12,DamageInfliged_origin0,513.272217,-1245.626343,-415.968750
1,先輩SӘɳρaϊ先輩,T,12,DamageInfliged_target0,687.008179,-1738.068359,-415.968750
1,先輩SӘɳρaϊ先輩,T,12,DamageInfliged_origin2,476.113770,-1258.134644,-415.968750
1,先輩SӘɳρaϊ先輩,T,12,Kill_0,476.113770,-1258.134644,-415.968750
1,先輩SӘɳρaϊ先輩,T,14,DamageInfliged_origin0,811.076172,-2390.270752,-415.977264
1,先輩SӘɳρaϊ先輩,T,14,DamageInfliged_target0,1723.638184,-1680.152954,-415.968964
1,先輩SӘɳρaϊ先輩,T,14,Kill_0,811.076172,-2390.270752,-415.977264
1,先輩SӘɳρaϊ先輩,T,14,DamageReceived_target0,1053.038574,-1316.529663,-407.968750
1,先輩SӘɳρaϊ先輩,T,14,DamageReceived_origin0,1214.830933,-2425.823486,-415.968811
1,先輩SӘɳρaϊ先輩,T,14,Death,1053.038574,-1316.529663,-407.968750
1,先輩SӘɳρaϊ先輩,T,7,Death,850.006348,-518.208618,-407.641602
1,先輩SӘɳρaϊ先輩,T,7,DamageInfliged_origin0,628.689209,-773.332214,-415.968750
1,先輩SӘɳρaϊ先輩,T,7,DamageInfliged_target0,1062.778198,-460.222900,-127.968750
1,先輩SӘɳρaϊ先輩,T,7,DamageReceived_target0,850.006348,-518.208618,-407.641602
1,先輩SӘɳρaϊ先輩,T,7,DamageReceived_origin0,950.346436,-323.797882,-127.718819
1,先輩SӘɳρaϊ先輩,T,8,DamageReceived_target0,421.548828,-1912.756348,-415.969849
1,先輩SӘɳρaϊ先輩,T,8,DamageReceived_origin0,1405.042969,-2431.452393,-475.332397
1,先輩SӘɳρaϊ先輩,T,8,Death,421.548828,-1912.756348,-415.969849
1,先輩SӘɳρaϊ先輩,CT,19,DamageReceived_target0,1692.028198,-1573.766113,-407.968750
1,先輩SӘɳρaϊ先輩,CT,19,DamageReceived_origin0,-40.199547,-1603.024048,-24.358088
1,先輩SӘɳρaϊ先輩,CT,19,Death,1692.028198,-1573.766113,-407.968750
1,先輩SӘɳρaϊ先輩,CT,20,DamageReceived_target0,355.902985,-990.017456,-255.968750
1,先輩SӘɳρaϊ先輩,CT,20,DamageReceived_origin0,378.628052,-556.473511,-415.968750
1,先輩SӘɳρaϊ先輩,CT,20,DamageInfliged_origin0,355.902985,-990.017456,-255.968750
1,先輩SӘɳρaϊ先輩,CT,20,DamageInfliged_target0,378.628052,-556.473511,-415.968750
1,先輩SӘɳρaϊ先輩,CT,20,DamageInfliged_origin1,355.902985,-990.017456,-255.968750
1,先輩SӘɳρaϊ先輩,CT,20,DamageInfliged_target1,378.628052,-556.473511,-415.968750
1,先輩SӘɳρaϊ先輩,CT,20,Death,355.902985,-990.017456,-255.968750
1,先輩SӘɳρaϊ先輩,CT,15,DamageInfliged_origin1,586.856323,299.099823,-573.451111
1,先輩SӘɳρaϊ先輩,CT,15,DamageInfliged_target1,407.944641,-176.686844,-639.968750
1,先輩SӘɳρaϊ先輩,CT,15,DamageInfliged_target2,775.622559,51.264503,-639.968750
1,先輩SӘɳρaϊ先輩,CT,15,DamageReceived_target0,584.200500,340.645294,-560.049316
1,先輩SӘɳρaϊ先輩,CT,15,DamageInfliged_target3,758.771057,77.893852,-588.064331
1,先輩SӘɳρaϊ先輩,CT,15,Death,584.200500,340.645294,-560.049316
1,先輩SӘɳρaϊ先輩,CT,15,DamageInfliged_origin0,431.271240,-20.108034,-639.968750
1,先輩SӘɳρaϊ先輩,CT,15,DamageInfliged_target0,881.736877,-856.825684,-767.968750
1,先輩SӘɳρaϊ先輩,CT,15,DamageInfliged_origin2,572.850342,332.567871,-562.654968
1,先輩SӘɳρaϊ先輩,CT,15,DamageReceived_origin0,418.134705,-183.052582,-639.968750
1,先輩SӘɳρaϊ先輩,CT,15,DamageInfliged_origin3,581.201111,338.851532,-560.627991
1,先輩SӘɳρaϊ先輩,CT,16,DamageReceived_target0,413.117859,-1069.081787,-255.968750
1,先輩SӘɳρaϊ先輩,CT,16,DamageInfliged_origin0,355.868408,-1142.813477,-255.968750
1,先輩SӘɳρaϊ先輩,CT,16,DamageInfliged_target0,680.648560,-1558.921875,-379.524414
1,先輩SӘɳρaϊ先輩,CT,16,DamageInfliged_target1,898.261963,-1684.440063,-415.969116
1,先輩SӘɳρaϊ先輩,CT,16,DamageInfliged_origin2,384.240448,-1087.279541,-255.968750
1,先輩SӘɳρaϊ先輩,CT,16,DamageInfliged_target3,788.725037,-1599.962036,-415.969116
1,先輩SӘɳρaϊ先輩,CT,16,DamageInfliged_target4,655.049255,-317.310944,-127.968750
1,先輩SӘɳρaϊ先輩,CT,16,DamageInfliged_origin1,356.114014,-1142.626221,-255.968750
1,先輩SӘɳρaϊ先輩,CT,16,DamageReceived_origin0,625.071838,-1578.879761,-415.969116
1,先輩SӘɳρaϊ先輩,CT,16,DamageInfliged_target2,785.498230,-1645.874756,-415.969116
1,先輩SӘɳρaϊ先輩,CT,16,Kill_0,355.868408,-1142.813477,-255.968750
1,先輩SӘɳρaϊ先輩,CT,16,DamageInfliged_origin3,429.996063,-1055.396362,-255.968750
1,先輩SӘɳρaϊ先輩,CT,16,Kill_1,429.996063,-1055.396362,-255.968750
1,先輩SӘɳρaϊ先輩,CT,16,DamageInfliged_origin4,376.937622,-980.395508,-391.968750
1,先輩SӘɳρaϊ先輩,CT,16,Kill_2,376.937622,-980.395508,-391.968750
1,先輩SӘɳρaϊ先輩,CT,17,DamageInfliged_target0,294.839294,-1305.686157,-415.968750
1,先輩SӘɳρaϊ先輩,CT,17,DamageInfliged_origin1,455.248291,-1169.155396,-191.968750
1,先輩SӘɳρaϊ先輩,CT,17,DamageInfliged_target1,260.173340,-1272.129028,-415.983368
